id,change_type,real_type,reason_score,solution_score
40003,failure,normal,tensor(0.8358),tensor(0.4300)
50007,failure,failure,tensor(0.9109),tensor(0.7409)
50012,failure,failure,tensor(0.8125),tensor(0.6848)
40004,failure,normal,tensor(0.7654),tensor(0.4849)
40009,failure,normal,tensor(0.8080),tensor(0.3950)
40010,failure,normal,tensor(0.7749),tensor(0.4247)
40006,failure,normal,tensor(0.7648),tensor(0.3417)
51010,failure,failure,tensor(0.8301),tensor(0.6349)
40012,failure,normal,tensor(0.7966),tensor(0.4711)
50013,failure,failure,tensor(0.8795),tensor(0.6250)
50009,failure,failure,tensor(0.8171),tensor(0.5746)
41009,failure,normal,tensor(0.8322),tensor(0.4380)
40013,failure,normal,tensor(0.7550),tensor(0.4379)
41013,failure,normal,tensor(0.7676),tensor(0.3648)
51011,failure,failure,tensor(0.9452),tensor(0.6913)
40008,failure,normal,tensor(0.7059),tensor(0.5803)
40007,failure,normal,tensor(0.7737),tensor(0.6073)
50010,failure,failure,tensor(0.8999),tensor(0.6701)
41011,failure,normal,tensor(0.7743),tensor(0.4425)
50003,failure,failure,tensor(0.9572),tensor(0.8090)
40011,failure,normal,tensor(0.8485),tensor(0.5499)
41010,failure,normal,tensor(0.7524),tensor(0.6390)
41012,failure,normal,tensor(0.8121),tensor(0.4082)
50004,failure,failure,tensor(0.9586),tensor(0.9420)
50008,failure,failure,tensor(0.7751),tensor(0.7206)
50011,failure,failure,tensor(0.8436),tensor(0.7884)
50005,failure,failure,tensor(0.9584),tensor(0.8511)
50006,failure,failure,tensor(0.9123),tensor(0.8080)
40005,failure,normal,tensor(0.6278),tensor(0.3895)
51013,failure,failure,tensor(0.9281),tensor(0.7217)
51012,failure,failure,tensor(0.8818),tensor(0.6893)
51009,failure,failure,tensor(0.8726),tensor(0.8420)
