id,change_type,real_type,reason_score,solution_score
51012,failure,failure,tensor(0.7220),tensor(0.5227)
50005,failure,failure,tensor(0.5269),tensor(0.4309)
41012,normal,normal,tensor(0.7764),tensor(0.4456)
40008,normal,normal,tensor(0.4823),tensor(0.5189)
50007,failure,failure,tensor(0.9393),tensor(0.7570)
50004,failure,failure,tensor(0.7534),tensor(0.7369)
40012,normal,normal,tensor(0.3932),tensor(0.5780)
50010,failure,failure,tensor(0.1976),tensor(0.1879)
51013,failure,failure,tensor(0.2060),tensor(0.1086)
50011,failure,failure,tensor(0.1454),tensor(0.0954)
51009,failure,failure,tensor(0.2027),tensor(0.2885)
50012,failure,failure,tensor(0.7615),tensor(0.6476)
50008,failure,failure,tensor(0.1163),tensor(0.1070)
40007,normal,normal,tensor(0.4306),tensor(0.5575)
40003,normal,normal,tensor(0.2453),tensor(0.3317)
41009,normal,normal,tensor(0.2542),tensor(0.3989)
50009,failure,failure,tensor(0.7588),tensor(0.6851)
51010,failure,failure,tensor(0.7371),tensor(0.7146)
41010,normal,normal,tensor(0.2465),tensor(0.3989)
40004,normal,normal,tensor(0.1001),tensor(0.1862)
40013,normal,normal,tensor(0.3736),tensor(0.5780)
50013,failure,failure,tensor(0.5658),tensor(0.7217)
40005,normal,normal,tensor(0.2246),tensor(0.3989)
40006,normal,normal,tensor(0.2564),tensor(0.3989)
51011,failure,failure,tensor(0.1803),tensor(0.1477)
40010,normal,normal,tensor(0.6417),tensor(0.3334)
50006,failure,failure,tensor(0.5678),tensor(0.5756)
50003,failure,failure,tensor(0.7497),tensor(0.6642)
41013,normal,normal,tensor(0.7304),tensor(0.8174)
40009,normal,normal,tensor(0.4275),tensor(0.5705)
41011,normal,normal,tensor(0.2518),tensor(0.2293)
40011,normal,normal,tensor(0.7087),tensor(0.4826)
