id,change_type,real_type,reason_score,solution_score
40006,normal,normal,tensor(0.8419),tensor(0.9602)
51013,failure,failure,tensor(0.6786),tensor(0.5693)
40012,normal,normal,tensor(0.8331),tensor(0.8364)
40010,normal,normal,tensor(1.),tensor(0.9478)
41012,normal,normal,tensor(0.9624),tensor(0.9540)
51011,failure,failure,tensor(0.7026),tensor(0.8037)
41011,normal,normal,tensor(0.7641),tensor(0.6935)
40013,normal,normal,tensor(0.7858),tensor(0.9602)
40007,normal,normal,tensor(0.8188),tensor(0.9602)
50008,failure,failure,tensor(0.6002),tensor(0.6625)
40005,normal,normal,tensor(0.7589),tensor(0.8424)
51012,failure,failure,tensor(0.7051),tensor(0.7588)
51010,failure,failure,tensor(0.7586),tensor(0.5319)
40009,normal,normal,tensor(0.8785),tensor(0.9602)
41013,normal,normal,tensor(0.9041),tensor(0.9602)
50007,failure,failure,tensor(0.7197),tensor(0.4905)
40003,normal,normal,tensor(0.8466),tensor(0.9540)
41010,normal,normal,tensor(0.7874),tensor(0.8424)
50005,failure,failure,tensor(0.7528),tensor(0.5803)
40011,normal,normal,tensor(0.5709),tensor(0.7915)
40008,normal,normal,tensor(0.7716),tensor(0.9602)
50003,failure,failure,tensor(0.8022),tensor(0.7783)
50006,failure,failure,tensor(0.6888),tensor(0.6356)
51009,failure,failure,tensor(0.7422),tensor(0.5967)
50011,failure,failure,tensor(0.8592),tensor(0.6102)
50009,failure,failure,tensor(0.6458),tensor(0.6364)
50010,failure,failure,tensor(0.8204),tensor(0.7766)
50004,failure,failure,tensor(0.8820),tensor(0.8925)
50013,failure,failure,tensor(0.7405),tensor(0.8413)
50012,failure,failure,tensor(0.7432),tensor(0.6215)
41009,normal,normal,tensor(0.7577),tensor(0.9478)
40004,normal,normal,tensor(0.8716),tensor(0.8424)
