id,change_type,real_type,reason_score,solution_score
40006,normal,normal,tensor(0.7716),tensor(0.7915)
51013,failure,failure,tensor(0.9731),tensor(0.8952)
40012,normal,normal,tensor(0.7469),tensor(0.9490)
40010,normal,normal,tensor(1.),tensor(0.9478)
41012,normal,normal,tensor(0.7568),tensor(0.7470)
51011,failure,failure,tensor(0.9094),tensor(0.5325)
41011,normal,normal,tensor(0.7299),tensor(0.9540)
40013,normal,normal,tensor(0.8739),tensor(0.9602)
40007,normal,normal,tensor(0.8625),tensor(0.9602)
50008,failure,failure,tensor(0.9124),tensor(0.6031)
40005,normal,normal,tensor(0.8329),tensor(0.9602)
51012,failure,failure,tensor(0.8244),tensor(0.4570)
51010,failure,failure,tensor(0.7570),tensor(0.6014)
40009,normal,normal,tensor(1.0000),tensor(0.9602)
41013,normal,normal,tensor(0.8027),tensor(0.9602)
50007,failure,failure,tensor(0.6918),tensor(0.4972)
40003,normal,normal,tensor(0.9467),tensor(0.9540)
41010,normal,normal,tensor(0.8338),tensor(0.8424)
50005,failure,failure,tensor(0.9358),tensor(0.6257)
40011,normal,normal,tensor(0.7710),tensor(0.7915)
40008,normal,normal,tensor(0.9238),tensor(0.8364)
50003,failure,failure,tensor(0.8980),tensor(0.9135)
50006,failure,failure,tensor(0.9102),tensor(0.8520)
51009,failure,failure,tensor(0.7467),tensor(0.5613)
50011,failure,failure,tensor(0.8104),tensor(0.6804)
50009,failure,failure,tensor(0.6821),tensor(0.5814)
50010,failure,failure,tensor(0.7999),tensor(0.4712)
50004,failure,failure,tensor(0.6801),tensor(0.5300)
50013,failure,failure,tensor(0.6622),tensor(0.4942)
50012,failure,failure,tensor(0.7975),tensor(0.5686)
41009,normal,normal,tensor(0.9583),tensor(0.9478)
40004,normal,normal,tensor(0.8736),tensor(0.9602)
