id,change_type,real_type,reason_score,solution_score
40006,normal,normal,tensor(0.9507),tensor(0.6210)
51013,failure,failure,tensor(0.2838),tensor(0.2339)
40012,normal,normal,tensor(0.3159),tensor(0.5780)
40010,normal,normal,tensor(0.9145),tensor(0.6213)
41012,normal,normal,tensor(0.2298),tensor(0.4136)
51011,normal,failure,tensor(0.1587),tensor(0.2864)
41011,normal,normal,tensor(0.2471),tensor(0.4136)
40013,normal,normal,tensor(0.3071),tensor(0.5780)
40007,normal,normal,tensor(0.2404),tensor(0.3989)
50008,normal,failure,tensor(0.2019),tensor(0.2660)
40005,normal,normal,tensor(0.2135),tensor(0.3989)
51012,failure,failure,tensor(0.3053),tensor(0.2275)
51010,normal,failure,tensor(0.2133),tensor(0.1023)
40009,normal,normal,tensor(0.2602),tensor(0.4136)
41013,normal,normal,tensor(0.9153),tensor(0.6210)
50007,normal,failure,tensor(0.1788),tensor(0.3420)
40003,normal,normal,tensor(0.9344),tensor(0.6702)
41010,normal,normal,tensor(0.1985),tensor(0.4136)
50005,failure,failure,tensor(0.7626),tensor(0.7637)
40011,normal,normal,tensor(0.2400),tensor(0.3989)
40008,normal,normal,tensor(0.2191),tensor(0.3989)
50003,failure,failure,tensor(0.7968),tensor(0.7301)
50006,normal,failure,tensor(0.5046),tensor(0.6642)
51009,failure,failure,tensor(0.7525),tensor(0.2686)
50011,normal,failure,tensor(0.1292),tensor(0.2660)
50009,failure,failure,tensor(0.6843),tensor(0.5825)
50010,normal,failure,tensor(0.1659),tensor(0.2660)
50004,normal,failure,tensor(0.5257),tensor(0.6642)
50013,normal,failure,tensor(0.2204),tensor(0.2660)
50012,normal,failure,tensor(0.4570),tensor(0.6470)
41009,normal,normal,tensor(0.9133),tensor(0.6213)
40004,normal,normal,tensor(0.2569),tensor(0.3989)
