id,change_type,real_type,reason_score,solution_score
50013,failure,failure,tensor(0.8731),tensor(0.6424)
50006,failure,failure,tensor(0.8850),tensor(0.8910)
41010,normal,normal,tensor(0.9785),tensor(0.9602)
40005,normal,normal,tensor(0.8545),tensor(0.7188)
40013,normal,normal,tensor(0.9109),tensor(0.7470)
40004,normal,normal,tensor(0.9370),tensor(0.7915)
40008,normal,normal,tensor(1.0000),tensor(0.9490)
50008,failure,failure,tensor(0.9608),tensor(0.7326)
51013,failure,failure,tensor(0.8563),tensor(0.6491)
41013,normal,normal,tensor(0.9280),tensor(0.8364)
50004,failure,failure,tensor(0.9275),tensor(0.9398)
50005,failure,failure,tensor(0.8882),tensor(0.7674)
40006,normal,normal,tensor(1.0000),tensor(0.9602)
41012,normal,normal,tensor(0.8452),tensor(0.9602)
50003,failure,failure,tensor(0.8515),tensor(0.6513)
40009,normal,normal,tensor(0.7951),tensor(0.7915)
50012,failure,failure,tensor(0.9068),tensor(0.6137)
50009,failure,failure,tensor(0.8438),tensor(0.8410)
51010,failure,failure,tensor(0.8843),tensor(0.7377)
51011,failure,failure,tensor(0.8056),tensor(0.7369)
50011,failure,failure,tensor(0.8843),tensor(0.6478)
50007,failure,failure,tensor(0.9704),tensor(0.9394)
51009,failure,failure,tensor(0.8902),tensor(0.7547)
40012,normal,normal,tensor(0.9391),tensor(0.6935)
40010,normal,normal,tensor(0.9377),tensor(0.9602)
40003,normal,normal,tensor(1.0000),tensor(0.7915)
40007,normal,normal,tensor(1.0000),tensor(0.7915)
50010,failure,failure,tensor(0.7044),tensor(0.4300)
51012,failure,failure,tensor(0.9475),tensor(0.8313)
41009,normal,normal,tensor(0.9126),tensor(0.8364)
41011,normal,normal,tensor(0.9288),tensor(0.8364)
40011,normal,normal,tensor(1.0000),tensor(0.9602)
