id,kpi1,kpi2,kpi3,kpi4,kpi5
40009,N/A,,,,
40012,N/A,,,,
51009,N/A,,,,
41009,,,,,
51011,request_count, request_success_rate,,,
50012,N/A,,,,
50003,request_count, request_success_rate,,,
41011,N/A,,,,
40005,N/A,,,,
50011,request_count, request_success_rate,,,
41010,N/A,,,,
51013,request_count, request_success_rate,,,
40003,,,,,
51012,N/A,,,,
40008,NA,,,,
50004,N/A,,,,
40013,None,,,,
50008,request_count, request_success_rate,,,
41012,N/A,,,,
50010,N/A,,,,
41013,N/A,,,,
40011,None,,,,
40007,N/A,,,,
51010,N/A,,,,
40004,null,,,,
40010,N/A,,,,
40006,NA,,,,
50013,request_count, request_success_rate,,,
50005,N/A,,,,
50006,request_count, request_success_rate,,,
50007,request_count, request_success_rate,,,
50009,request_count, request_success_rate,,,
