id,change_type,real_type,reason_score,solution_score
40009,normal,normal,tensor(0.7971),tensor(0.9540)
40012,normal,normal,tensor(0.8320),tensor(0.9246)
51009,failure,failure,tensor(0.7006),tensor(0.8898)
41009,normal,normal,tensor(0.9426),tensor(0.9540)
51011,failure,failure,tensor(0.7830),tensor(0.7958)
50012,normal,failure,tensor(0.8446),tensor(0.7454)
50003,failure,failure,tensor(0.8138),tensor(0.8619)
41011,normal,normal,tensor(0.7500),tensor(0.9602)
40005,normal,normal,tensor(0.7094),tensor(0.6482)
50011,failure,failure,tensor(0.6660),tensor(0.7721)
41010,normal,normal,tensor(0.8676),tensor(0.8364)
51013,failure,failure,tensor(0.8301),tensor(0.7786)
40003,normal,normal,tensor(0.7571),tensor(0.9602)
51012,failure,failure,tensor(0.8956),tensor(0.8342)
40008,normal,normal,tensor(0.9314),tensor(0.8424)
50004,normal,failure,tensor(0.7136),tensor(0.7990)
40013,normal,normal,tensor(0.8453),tensor(0.9241)
50008,failure,failure,tensor(0.8540),tensor(0.8234)
41012,normal,normal,tensor(0.9641),tensor(0.9602)
50010,failure,failure,tensor(0.7075),tensor(0.7789)
41013,normal,normal,tensor(0.7530),tensor(0.6935)
40011,normal,normal,tensor(0.7830),tensor(0.8364)
40007,normal,normal,tensor(0.7515),tensor(0.9602)
51010,failure,failure,tensor(0.8079),tensor(0.7342)
40004,normal,normal,tensor(0.7060),tensor(0.7915)
40010,normal,normal,tensor(0.8831),tensor(0.9602)
40006,normal,normal,tensor(0.8048),tensor(0.9602)
50013,failure,failure,tensor(0.7385),tensor(0.7860)
50005,failure,failure,tensor(0.7768),tensor(0.8446)
50006,failure,failure,tensor(0.7793),tensor(0.7914)
50007,failure,failure,tensor(0.8467),tensor(0.5461)
50009,failure,failure,tensor(0.7622),tensor(0.3802)
