id,kpi1,kpi2,kpi3,kpi4,kpi5
51012,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50005,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
41012,Not Applicable,,,,
40008,,,,,
50007,Network Traffic,,,,
50004,Resource Contention-Defective Software Changes,Newly generated log pattern,system latency, error rates, uptime
40012,,,,,
50010,Network Traffic,,,,
51013,cpu_usage, istio_count, net_send_packet, net_recv_packet, istio_duration
50011,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
51009,Resource Contention-Defective Software Changes,,,,
50012,cpu_usage, istio_count, net_send_packet, istio_duration, net_recv_packet
50008,cpu_usage, istio_count, net_send_packet, istio_duration, net_recv_packet
40007,,,,,
40003,Start string not found.,,,,
41009,None,,,,
50009,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
51010,istio_count, net_recv_packet, istio_duration, cpu_usage, memory_usage
41010,,,,,
40004,Not applicable,,,,
40013,,,,,
50013,istio_count, istio_duration, net_send_packet, cpu_usage, net_recv_packet
40005,,,,,
40006,None,,,,
51011,Resource Contention-Defective Software Changes,,,,
40010,None,,,,
50006,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50003,cpu_usage, istio_count, net_send_packet, net_recv_packet, istio_duration
41013,None,,,,
40009,Start string not found.,,,,
41011,,,,,
40011,,,,,
