id,change_type,real_type,reason_score,solution_score
51010,failure,failure,tensor(0.5826),tensor(0.4233)
50012,failure,failure,tensor(0.5826),tensor(0.4233)
40009,normal,normal,tensor(0.3582),tensor(0.4699)
50009,failure,failure,tensor(0.6829),tensor(0.5818)
41009,normal,normal,tensor(0.3366),tensor(0.4446)
40007,normal,normal,tensor(0.3456),tensor(0.3918)
40011,normal,normal,tensor(0.3414),tensor(0.3918)
50008,failure,failure,tensor(0.5611),tensor(0.4743)
51012,failure,failure,tensor(0.5826),tensor(0.4233)
40005,normal,normal,tensor(0.3402),tensor(0.3918)
40008,normal,normal,tensor(0.3406),tensor(0.4699)
41013,normal,normal,tensor(0.3179),tensor(0.3918)
50013,failure,failure,tensor(0.5625),tensor(0.4743)
40012,normal,normal,tensor(0.3069),tensor(0.3919)
50003,failure,failure,tensor(0.6001),tensor(0.5395)
40010,normal,normal,tensor(0.3285),tensor(0.4699)
51011,failure,failure,tensor(0.5826),tensor(0.4233)
41011,normal,normal,tensor(0.3233),tensor(0.4699)
50011,failure,failure,tensor(0.5756),tensor(0.4233)
51009,failure,failure,tensor(0.5822),tensor(0.4233)
40003,normal,normal,tensor(0.3029),tensor(0.3918)
41010,normal,normal,tensor(0.3352),tensor(0.3918)
40013,normal,normal,tensor(0.2853),tensor(0.4699)
50006,failure,failure,tensor(0.5822),tensor(0.4233)
50010,failure,failure,tensor(0.6104),tensor(0.5256)
50004,failure,failure,tensor(0.5841),tensor(0.4233)
40004,normal,normal,tensor(0.2450),tensor(0.4699)
51013,failure,failure,tensor(0.5597),tensor(0.4743)
50007,failure,failure,tensor(0.5822),tensor(0.4233)
50005,failure,failure,tensor(0.6829),tensor(0.5818)
40006,normal,normal,tensor(0.2882),tensor(0.3919)
41012,normal,normal,tensor(0.3237),tensor(0.3919)
