timestamp,value
1715506776,0.0
1715506777,2.3790957911871145
1715506778,4.752802165209133
1715506779,7.115741913664257
1715506780,9.462562218020508
1715506781,11.787946775471362
1715506782,14.086627842071483
1715506783,16.35339816587108
1715506784,18.583122783016375
1715506785,20.770750650094318
1715506786,22.911326086370522
1715506787,24.999999999999996
1715506788,27.032040872779877
1715506789,29.00284547855991
1715506790,30.907949311030258
1715506791,32.74303669726425
1715506792,34.503950574105595
1715506793,36.18670190525351
1715506794,37.787478717712915
1715506795,39.30265473713937
1715506796,40.728797602516785
1715506797,42.06267664155906
1715506798,43.30127018922193
1715506799,44.44177243274618
1715506800,45.48159976772592
1715506801,46.41839665080363
1715506802,47.25004093573342
1715506803,47.97464868072487
1715506804,48.59057841617708
1715506805,49.096434863135336
1715506806,49.491072094046636
1715506807,49.773596128654226
1715506808,49.943366959150396
1715506809,50.0
1715506810,49.943366959150396
1715506811,49.773596128654226
1715506812,49.49107209404664
1715506813,49.096434863135336
1715506814,48.59057841617709
1715506815,47.974648680724876
1715506816,47.25004093573342
1715506817,46.418396650803636
1715506818,45.48159976772592
1715506819,44.44177243274618
1715506820,43.30127018922194
1715506821,42.06267664155906
1715506822,40.72879760251679
1715506823,39.30265473713937
1715506824,37.787478717712915
1715506825,36.186701905253514
1715506826,34.503950574105595
1715506827,32.74303669726426
1715506828,30.907949311030254
1715506829,29.002845478559912
1715506830,27.032040872779888
1715506831,24.999999999999996
1715506832,22.911326086370526
1715506833,20.770750650094335
1715506834,18.58312278301638
1715506835,16.35339816587109
1715506836,14.086627842071502
1715506837,11.787946775471369
1715506838,9.462562218020524
1715506839,7.115741913664259
1715506840,4.752802165209144
1715506841,2.3790957911871344
1715506842,6.123233995736766e-15
1715506843,-2.3790957911871002
1715506844,-4.752802165209132
1715506845,-7.115741913664246
1715506846,-9.46256221802049
1715506847,-11.787946775471356
1715506848,-14.08662784207147
1715506849,-16.35339816587106
1715506850,-18.583122783016368
1715506851,-20.770750650094307
1715506852,-22.911326086370494
1715506853,-24.999999999999986
1715506854,-27.03204087277986
1715506855,-29.0028454785599
1715506856,-30.907949311030265
1715506857,-32.74303669726425
1715506858,-34.50395057410559
1715506859,-36.18670190525352
1715506860,-37.78747871771292
1715506861,-39.30265473713936
1715506862,-40.72879760251678
1715506863,-42.06267664155904
1715506864,-43.30127018922192
1715506865,-44.44177243274617
1715506866,-45.481599767725925
1715506867,-46.41839665080362
1715506868,-47.250040935733416
1715506869,-47.974648680724854
1715506870,-48.59057841617709
1715506871,-49.09643486313533
1715506872,-49.491072094046636
1715506873,-49.773596128654226
1715506874,-49.943366959150396
1715506875,-50.0
1715506876,-49.943366959150396
1715506877,-49.77359612865423
1715506878,-49.49107209404664
1715506879,-49.09643486313534
1715506880,-48.59057841617708
1715506881,-47.974648680724876
1715506882,-47.25004093573343
1715506883,-46.41839665080363
1715506884,-45.481599767725925
