id,kpi1,kpi2,kpi3,kpi4,kpi5
50005,Resource Contention-Defective Software Changes,,,,
40012,N/A,,,,
50009,System latency, error rates, throughput,,
40011,N/A - SCWARN identified anomalies at timestamps 1, 2, 3, and 4.,
40003,cpu_usage, memory_consumption, request_latency, error_rate, throughput
51012,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40008,Latency in Payment Processing, Error Rate for Transactions, Success Rate of API Calls,  Transaction Throughput, Request Response Time
50004,system latency, error rates, uptime, throughput,
40007,latency, error rate, throughput, system availability,
50006,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
41013,latency, error rates, throughput, uptime, request success rate
50013,Network Traffic,,,,
50008,memory_usage, istio_count, istio_duration, cpu_usage,
40009,SCWARN algorithm identifies anomalies at the following timestamps: \n1, 2024-10-07 00:24:00\n2, 2024-10-07 00:28:00\n3, 2024-10-07 11:30:00\n4, 2024-10-07 12:44:00
51013,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40013,None,,,,
51009,Resource Contention-Defective Software Changes,,,,
51010,Resource Contention-Defective Software Changes,,,,
40004,cpu_usage, memory_usage, request_latency, error_rate, throughput
50012,Resource Contention-Defective Software Changes,,,,
40005,system latency, error rates, uptime, throughput,
50011,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50007,Resource Contention-Defective Software Changes,,,,
40010,None,,,,
40006,system latency, error rates, throughput,  uptime, connection timeouts
41012,diskio, memory_usage, cpu_usage,,
41009,,,,,
51011,Resource Contention-Defective Software Changes, newly generated log pattern,,,
41010,None,,,,
50010,Resource Contention-Defective Software Changes,,,,
41011,System latency, Error rates, Throughput, Uptime, Newly generated log pattern
50003,Resource Contention-Defective Software Changes , newly generated log pattern,,,
