id,change_type,real_type,reason_score,solution_score
40009,normal,normal,tensor(0.8207),tensor(0.7890)
40012,normal,normal,tensor(0.8287),tensor(0.9478)
51009,normal,failure,tensor(0.9059),tensor(0.9652)
41009,normal,normal,tensor(0.9167),tensor(0.7890)
51011,failure,failure,tensor(0.8528),tensor(0.6041)
50012,normal,failure,tensor(0.8820),tensor(0.9455)
50003,failure,failure,tensor(0.8705),tensor(0.6285)
41011,failure,normal,tensor(0.6355),tensor(0.3800)
40005,normal,normal,tensor(0.7595),tensor(0.6488)
50011,normal,failure,tensor(0.7531),tensor(0.7691)
41010,normal,normal,tensor(0.7470),tensor(0.8877)
51013,failure,failure,tensor(0.9142),tensor(0.4045)
40003,failure,normal,tensor(0.5087),tensor(0.5375)
51012,normal,failure,tensor(0.7705),tensor(0.7739)
40008,failure,normal,tensor(0.8121),tensor(0.5532)
50004,normal,failure,tensor(0.9254),tensor(0.9455)
40013,normal,normal,tensor(0.8007),tensor(0.8347)
50008,failure,failure,tensor(0.9658),tensor(0.4887)
41012,normal,normal,tensor(0.8579),tensor(0.8307)
50010,normal,failure,tensor(0.7460),tensor(0.9475)
41013,failure,normal,tensor(0.8313),tensor(0.3917)
40011,normal,normal,tensor(0.8457),tensor(0.8877)
40007,failure,normal,tensor(0.6417),tensor(0.4408)
51010,normal,failure,tensor(0.7695),tensor(0.7913)
40004,failure,normal,tensor(0.6514),tensor(0.4421)
40010,normal,normal,tensor(0.7829),tensor(0.8877)
40006,failure,normal,tensor(0.6821),tensor(0.4975)
50013,normal,failure,tensor(0.8180),tensor(0.9475)
50005,normal,failure,tensor(0.9032),tensor(0.7848)
50006,failure,failure,tensor(0.8789),tensor(0.4988)
50007,failure,failure,tensor(0.8435),tensor(0.3525)
50009,failure,failure,tensor(0.9557),tensor(0.4206)
