id,kpi1,kpi2,kpi3,kpi4,kpi5
50012,Resource Contention, Latency Increase, Error Rate Spike, Reduced Throughput, System Unresponsiveness
51012,request_success_rate, request_count, latency, error_rate, throughput
40007,,,,,
50006,Network Traffic,,,,
41011,,,,,
51009,request_success_rate, request_count,,,
50013,request_count, request_success_rate,,,
41012,N/A,,,,
40006,Start string not found.,,,,
40003,Start string not found.,,,,
40011,,,,,
40009,,,,,
50007,request_success_rate, request_count,,,
50003,request_success_rate, request_count, latency, error_rate,
40005,None,,,,
50011,Attention: not including KPI named with 'build' in list\n1. System Latency: Increased by 25%\n2. Error Rates: Increased by 15%\n3. Uptime: Decreased by 5%\n4. Throughput: Decreased by 10%\n5. New Log Pattern: Abnormal log structure detected,,,,
50009,[KPI1], [KPI2], [KPI3], [KPI4], [KPI5]
40008,None,,,,
40013,N/A,,,,
50005,Resource Contention-Defective Software Changes,,,,
51011,request_success_rate, request_count,,,
40012,N/A,,,,
41010,Start string not found.,,,,
40010,N/A,,,,
50010,Resource Contention-Defective Software Changes,,,,
50004,Start string not found.,,,,
50008,Network Traffic,,,,
51010,Resource Contention-Defective Software Changes,,,,
41013,Start string not found.,,,,
41009,,,,,
51013,Resource Contention,,,,
40004,N/A,,,,
