id,change_type,real_type,reason_score,solution_score
40009,failure,normal,tensor(0.5877),tensor(0.5047)
40012,failure,normal,tensor(0.6426),tensor(0.5014)
51009,failure,failure,tensor(0.7794),tensor(0.8671)
41009,failure,normal,tensor(0.6599),tensor(0.4849)
51011,failure,failure,tensor(0.6723),tensor(0.6849)
50012,failure,failure,tensor(0.6929),tensor(0.8460)
50003,failure,failure,tensor(0.8561),tensor(0.7806)
41011,failure,normal,tensor(0.5897),tensor(0.6119)
40005,failure,normal,tensor(0.6236),tensor(0.6049)
50011,failure,failure,tensor(0.7679),tensor(0.7376)
41010,failure,normal,tensor(0.7707),tensor(0.5550)
51013,failure,failure,tensor(0.6397),tensor(0.7428)
40003,failure,normal,tensor(0.5936),tensor(0.5516)
51012,failure,failure,tensor(0.6768),tensor(0.8445)
40008,failure,normal,tensor(0.6245),tensor(0.5052)
50004,normal,failure,tensor(0.7173),tensor(0.7575)
40013,failure,normal,tensor(0.6390),tensor(0.4976)
50008,failure,failure,tensor(0.6627),tensor(0.7241)
41012,failure,normal,tensor(0.6236),tensor(0.5010)
50010,failure,failure,tensor(0.7449),tensor(0.8093)
41013,failure,normal,tensor(0.6198),tensor(0.5843)
40011,failure,normal,tensor(0.6095),tensor(0.6492)
40007,failure,normal,tensor(0.7926),tensor(0.5712)
51010,failure,failure,tensor(0.7440),tensor(0.8508)
40004,failure,normal,tensor(0.6043),tensor(0.5874)
40010,normal,normal,tensor(0.7338),tensor(0.4823)
40006,failure,normal,tensor(0.6359),tensor(0.5095)
50013,failure,failure,tensor(0.8087),tensor(0.8127)
50005,failure,failure,tensor(0.8181),tensor(0.6245)
50006,failure,failure,tensor(0.8377),tensor(0.7858)
50007,failure,failure,tensor(0.7815),tensor(0.8458)
50009,failure,failure,tensor(0.7012),tensor(0.7538)
