id,change_type,real_type,reason_score,solution_score
51010,failure,failure,tensor(0.9320),tensor(0.6201)
50012,failure,failure,tensor(0.8743),tensor(0.2612)
40009,failure,normal,tensor(0.6474),tensor(0.0868)
50009,failure,failure,tensor(0.8843),tensor(0.7426)
41009,failure,normal,tensor(0.6347),tensor(0.1409)
40007,failure,normal,tensor(0.6324),tensor(0.0898)
40011,failure,normal,tensor(0.6530),tensor(0.0514)
50008,failure,failure,tensor(0.8578),tensor(0.7169)
51012,failure,failure,tensor(0.9260),tensor(0.5829)
40005,failure,normal,tensor(0.5167),tensor(0.1186)
40008,failure,normal,tensor(0.7198),tensor(0.0760)
41013,failure,normal,tensor(0.4615),tensor(0.1071)
50013,failure,failure,tensor(0.8651),tensor(0.5246)
40012,failure,normal,tensor(0.4854),tensor(0.0319)
50003,failure,failure,tensor(0.9144),tensor(0.3561)
40010,failure,normal,tensor(0.7580),tensor(0.0391)
51011,failure,failure,tensor(0.7636),tensor(0.4612)
41011,failure,normal,tensor(0.4477),tensor(0.0953)
50011,failure,failure,tensor(0.7880),tensor(0.2957)
51009,failure,failure,tensor(0.7379),tensor(0.4009)
40003,failure,normal,tensor(0.6384),tensor(0.1539)
41010,failure,normal,tensor(0.4347),tensor(0.1194)
40013,failure,normal,tensor(0.6275),tensor(0.0060)
50006,failure,failure,tensor(0.7659),tensor(0.6708)
50010,failure,failure,tensor(0.9053),tensor(0.8033)
50004,failure,failure,tensor(0.8817),tensor(0.7058)
40004,failure,normal,tensor(0.6533),tensor(0.0941)
51013,failure,failure,tensor(0.8576),tensor(0.5951)
50007,failure,failure,tensor(0.8969),tensor(0.6640)
50005,failure,failure,tensor(0.8948),tensor(0.6979)
40006,failure,normal,tensor(0.5888),tensor(-0.0025)
41012,failure,normal,tensor(0.6393),tensor(0.0259)
