id,change_type,real_type,reason_score,solution_score
40009,normal,normal,tensor(0.9972),tensor(0.9540)
40012,normal,normal,tensor(0.3574),tensor(0.5533)
51009,normal,failure,tensor(0.5276),tensor(0.6470)
41009,normal,normal,tensor(1.),tensor(0.9540)
51011,failure,failure,tensor(0.9691),tensor(0.9906)
50012,normal,failure,tensor(0.5166),tensor(0.6572)
50003,failure,failure,tensor(0.4999),tensor(0.4077)
41011,normal,normal,tensor(0.3580),tensor(0.5533)
40005,normal,normal,tensor(0.3857),tensor(0.5780)
50011,failure,failure,tensor(0.7965),tensor(0.5485)
41010,normal,normal,tensor(0.9034),tensor(0.9602)
51013,failure,failure,tensor(0.8121),tensor(0.5829)
40003,normal,normal,tensor(0.9550),tensor(0.6210)
51012,failure,failure,tensor(0.4472),tensor(0.3644)
40008,normal,normal,tensor(0.8483),tensor(0.6210)
50004,normal,failure,tensor(0.6156),tensor(0.8769)
40013,normal,normal,tensor(1.0000),tensor(0.9491)
50008,failure,failure,tensor(0.7478),tensor(0.6729)
41012,normal,normal,tensor(0.9093),tensor(0.9490)
50010,failure,failure,tensor(0.8936),tensor(0.6344)
41013,normal,normal,tensor(0.3369),tensor(0.5780)
40011,normal,normal,tensor(0.3572),tensor(0.5780)
40007,normal,normal,tensor(0.9259),tensor(0.6210)
51010,failure,failure,tensor(0.5018),tensor(0.4507)
40004,normal,normal,tensor(0.9252),tensor(0.9490)
40010,normal,normal,tensor(1.0000),tensor(0.9602)
40006,normal,normal,tensor(0.3579),tensor(0.5533)
50013,failure,failure,tensor(0.9275),tensor(0.8132)
50005,failure,failure,tensor(0.7960),tensor(0.6222)
50006,failure,failure,tensor(0.7887),tensor(0.9291)
50007,failure,failure,tensor(0.9843),tensor(0.9854)
50009,failure,failure,tensor(0.8741),tensor(0.9106)
