csvname,anomaly_timestamp,Z_value_1,Z_value_2,Z_value_3,Z_value_4,Z_value_5,Z_value_6,Z_value_7,Z_value_8,Z_value_9,Z_value_10,Z_value_11,Z_value_12,Z_value_13,Z_value_14,Z_value_15,Z_value_16,Z_value_17,Z_value_18,Z_value_19,Z_value_20,Z_value_21,Z_value_22,Z_value_23,Z_value_24,Z_value_25,Z_value_26,Z_value_27,Z_value_28,Z_value_29,Z_value_30,prediction
6edc68fcfaed810625c17c50387dd450,2024-04-04 00:48:44,320.0,318.0,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,611.0,610.0,611.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,613.0,610.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 00:50:44,318.0,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,611.0,610.0,611.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,613.0,610.0,610.0,613.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 00:52:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,611.0,610.0,611.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,613.0,610.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 00:54:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,610.0,611.0,611.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,613.0,610.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 00:56:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,611.0,611.0,610.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,613.0,610.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 00:58:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,611.0,611.0,610.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,613.0,610.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 01:00:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,611.0,611.0,610.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,613.0,610.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 01:02:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,609.0,611.0,610.0,611.0,611.0,611.0,610.0,612.0,609.0,609.0,613.0,610.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 01:04:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,610.0,611.0,610.0,611.0,611.0,611.0,609.0,612.0,609.0,609.0,613.0,610.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 01:06:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,612.0,611.0,610.0,611.0,611.0,611.0,609.0,610.0,609.0,609.0,613.0,610.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 01:08:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,609.0,611.0,610.0,611.0,611.0,611.0,609.0,610.0,612.0,609.0,613.0,610.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 01:10:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,609.0,611.0,610.0,611.0,611.0,611.0,609.0,610.0,612.0,609.0,613.0,610.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 01:12:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,613.0,611.0,610.0,611.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,610.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 01:14:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,610.0,611.0,610.0,611.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,613.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 01:16:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,610.0,611.0,610.0,611.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,613.0,610.0,613.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 01:18:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,613.0,611.0,610.0,611.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,613.0,610.0,610.0,610.0,7
6edc68fcfaed810625c17c50387dd450,2024-04-04 01:20:44,317.0,318.0,317.0,318.0,317.0,319.0,318.0,319.0,318.0,322.0,413.0,450.0,564.0,612.0,611.0,610.0,611.0,610.0,611.0,611.0,611.0,609.0,610.0,612.0,609.0,609.0,613.0,610.0,610.0,613.0,7
bfdaf9a081ecd935d26e8991a35ee3a1,2024-04-03 08:02:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2c1f2c9767a4c8a9e61e966978acb1f9,2024-04-03 12:40:44,0.13,0.16,0.13,0.09,0.08,0.1,0.08,0.08,0.11,0.11,0.08,0.06,0.06,0.07,0.11,0.96,0.72,0.5,0.41,0.31,0.23,0.16,0.1,0.08,0.07,0.16,0.12,0.11,0.09,0.09,7
2c1f2c9767a4c8a9e61e966978acb1f9,2024-04-03 12:42:44,0.16,0.13,0.09,0.08,0.1,0.08,0.08,0.11,0.11,0.08,0.06,0.06,0.07,0.11,0.96,0.72,0.5,0.41,0.31,0.23,0.16,0.1,0.08,0.07,0.16,0.12,0.11,0.09,0.09,0.06,7
f34596f1e8610ddc238a9c8acecee3e0,2024-04-03 23:40:44,0.0289999999726811,0.0280000000571211,0.0258333333457509,0.0264999999354282,0.0296666666244467,0.0281666666269302,0.0256666666517655,0.0289999999726812,0.0256666666517655,0.0271666665871936,0.0249999999379118,0.0298333333805203,0.0264999999975166,0.0276666666691501,0.0278333333631356,0.302166666649282,0.052333333219091,0.0411666666467984,0.0378333333258826,0.0331666667635242,0.0360000000024836,0.0328333333134651,0.030500000094374,0.0300000000124176,0.0303333333383004,0.0313333333780367,0.0306666667262713,0.0286666665847102,0.0278333333010474,0.0253333332637946,7
2775634c7c0a77927dc9c562fac003fb,2024-04-03 13:52:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
e98755f16290479b52e8c3f2cf562f51,2024-04-03 07:44:44,0.22,0.2,0.18,0.17,0.15,0.14,0.13,0.12,0.19,0.26,0.27,0.3,0.29,0.28,0.29,0.56,0.5,0.44,0.4,0.36,0.32,0.29,0.28,0.27,0.24,0.22,0.2,0.19,0.2,0.2,7
e98755f16290479b52e8c3f2cf562f51,2024-04-03 07:46:44,0.2,0.18,0.17,0.15,0.14,0.13,0.12,0.19,0.26,0.27,0.3,0.29,0.28,0.29,0.56,0.5,0.44,0.4,0.36,0.32,0.29,0.28,0.27,0.24,0.22,0.2,0.19,0.2,0.2,0.17,7
e98755f16290479b52e8c3f2cf562f51,2024-04-03 18:06:44,0.2,0.18,0.16,0.15,0.13,0.13,0.12,0.12,0.1,0.12,0.12,0.12,0.14,0.13,0.13,0.41,0.36,0.33,0.3,0.26,0.26,0.25,0.22,0.2,0.2,0.17,0.15,0.13,0.13,0.14,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 00:48:44,359.0,357.0,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,649.0,651.0,652.0,650.0,650.0,648.0,650.0,652.0,650.0,648.0,653.0,651.0,650.0,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 00:50:44,357.0,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,649.0,651.0,652.0,650.0,650.0,648.0,650.0,652.0,650.0,648.0,653.0,651.0,650.0,653.0,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 00:52:44,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,649.0,651.0,652.0,650.0,650.0,648.0,650.0,652.0,650.0,648.0,653.0,651.0,650.0,653.0,651.0,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 00:54:44,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,651.0,649.0,652.0,650.0,650.0,648.0,650.0,652.0,650.0,648.0,653.0,651.0,650.0,653.0,651.0,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 00:56:44,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,652.0,649.0,651.0,650.0,650.0,648.0,650.0,652.0,650.0,648.0,653.0,651.0,650.0,653.0,651.0,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 00:58:44,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,650.0,649.0,651.0,652.0,650.0,648.0,650.0,652.0,650.0,648.0,653.0,651.0,650.0,653.0,651.0,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 01:00:44,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,650.0,649.0,651.0,652.0,650.0,648.0,650.0,652.0,650.0,648.0,653.0,651.0,650.0,653.0,651.0,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 01:02:44,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,648.0,649.0,651.0,652.0,650.0,650.0,650.0,652.0,650.0,648.0,653.0,651.0,650.0,653.0,651.0,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 01:04:44,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,650.0,649.0,651.0,652.0,650.0,650.0,648.0,652.0,650.0,648.0,653.0,651.0,650.0,653.0,651.0,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 01:06:44,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,652.0,649.0,651.0,652.0,650.0,650.0,648.0,650.0,650.0,648.0,653.0,651.0,650.0,653.0,651.0,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 01:08:44,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,650.0,649.0,651.0,652.0,650.0,650.0,648.0,650.0,652.0,648.0,653.0,651.0,650.0,653.0,651.0,7
f10a9bc0a59e1006f7084594e1e324d5,2024-04-04 01:10:44,358.0,356.0,357.0,356.0,357.0,358.0,357.0,359.0,357.0,361.0,451.0,487.0,604.0,652.0,650.0,648.0,649.0,651.0,652.0,650.0,650.0,648.0,650.0,652.0,650.0,653.0,651.0,650.0,653.0,651.0,7
