id,change_type,real_type,reason_score,solution_score
50012,failure,failure,tensor(0.8334),tensor(0.6559)
51012,failure,failure,tensor(0.9146),tensor(0.8169)
40007,normal,normal,tensor(0.8626),tensor(0.8364)
50006,failure,failure,tensor(0.9147),tensor(0.9178)
41011,normal,normal,tensor(0.6182),tensor(0.8364)
51009,failure,failure,tensor(0.8245),tensor(0.7542)
50013,failure,failure,tensor(0.8721),tensor(0.7756)
41012,normal,normal,tensor(0.8482),tensor(0.7470)
40006,normal,normal,tensor(0.8848),tensor(0.9602)
40003,normal,normal,tensor(0.7056),tensor(0.9602)
40011,normal,normal,tensor(0.7910),tensor(0.9602)
40009,normal,normal,tensor(0.7157),tensor(0.9602)
50007,failure,failure,tensor(0.9487),tensor(0.4888)
50003,failure,failure,tensor(0.9718),tensor(0.9258)
40005,normal,normal,tensor(0.7659),tensor(0.9602)
50011,failure,failure,tensor(0.8840),tensor(0.9324)
50009,failure,failure,tensor(0.8880),tensor(0.5488)
40008,normal,normal,tensor(0.9288),tensor(0.8877)
40013,normal,normal,tensor(0.7865),tensor(0.8364)
50005,failure,failure,tensor(0.8961),tensor(0.7334)
51011,failure,failure,tensor(0.9723),tensor(0.9356)
40012,normal,normal,tensor(0.7815),tensor(0.9490)
41010,normal,normal,tensor(0.7785),tensor(0.9145)
40010,normal,normal,tensor(0.7345),tensor(0.7470)
50010,failure,failure,tensor(0.9654),tensor(0.8190)
50004,failure,failure,tensor(0.8213),tensor(0.6568)
50008,failure,failure,tensor(0.7764),tensor(0.8842)
51010,failure,failure,tensor(0.9055),tensor(0.8261)
41013,normal,normal,tensor(0.6645),tensor(0.7915)
41009,normal,normal,tensor(0.9001),tensor(0.8364)
51013,failure,failure,tensor(0.8737),tensor(0.7008)
40004,normal,normal,tensor(0.6822),tensor(0.8424)
