id,change_type,real_type,reason_score,solution_score
51012,failure,failure,tensor(0.9055),tensor(0.4433)
50005,failure,failure,tensor(0.7940),tensor(0.5141)
41012,failure,normal,tensor(0.5291),tensor(0.1654)
40008,failure,normal,tensor(0.5277),tensor(0.0296)
50007,failure,failure,tensor(0.8164),tensor(0.3808)
50004,failure,failure,tensor(0.7341),tensor(0.7963)
40012,failure,normal,tensor(0.7176),tensor(0.5889)
50010,failure,failure,tensor(0.8927),tensor(0.4077)
51013,failure,failure,tensor(0.8814),tensor(0.6960)
50011,failure,failure,tensor(0.8139),tensor(0.7058)
51009,failure,failure,tensor(0.8075),tensor(0.6806)
50012,failure,failure,tensor(0.8252),tensor(0.5213)
50008,failure,failure,tensor(0.8483),tensor(0.5966)
40007,failure,normal,tensor(0.5450),tensor(0.1371)
40003,failure,normal,tensor(0.4934),tensor(0.0980)
41009,failure,normal,tensor(0.6339),tensor(0.4130)
50009,failure,failure,tensor(0.9223),tensor(0.5452)
51010,failure,failure,tensor(0.7973),tensor(0.4396)
41010,failure,normal,tensor(0.5343),tensor(0.2216)
40004,failure,normal,tensor(0.5815),tensor(0.0648)
40013,failure,normal,tensor(0.5372),tensor(0.0536)
50013,failure,failure,tensor(0.9653),tensor(0.6187)
40005,failure,normal,tensor(0.4027),tensor(0.6466)
40006,failure,normal,tensor(0.5844),tensor(0.0471)
51011,failure,failure,tensor(0.9244),tensor(0.8261)
40010,failure,normal,tensor(0.5597),tensor(0.6830)
50006,failure,failure,tensor(0.9311),tensor(0.5299)
50003,failure,failure,tensor(0.7527),tensor(0.3877)
41013,failure,normal,tensor(0.5441),tensor(0.2937)
40009,failure,normal,tensor(0.4889),tensor(0.2336)
41011,failure,normal,tensor(0.6241),tensor(0.0564)
40011,failure,normal,tensor(0.4879),tensor(0.1445)
