id,kpi1,kpi2,kpi3,kpi4,kpi5
51012,Resource Contention-Defective Software Changes,,,,
50005,memory_usage,cpu_usage,net_send_packet,istio_duration,net_recv_packet
41012,SCWARN algorithm identifies anomalies at timestamps: 1, 2024-10-07 10:50:00\n2, 2024-10-07 19:50:00\n3, 2024-10-07 22:42:00,
40008,Start string not found.,,,,
50007,istio_duration, memory_usage, net_send_packet, net_recv_packet, diskio
50004,Resource Contention-Defective Software Changes,,,,
40012,None,,,,
50010,memory_usage, net_send_packet, istio_duration, net_recv_packet, latency
51013,net_send_packet, istio_duration, net_recv_packet, memory_usage, cpu_usage
50011,Network Traffic,,,,
51009,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50012,memory_usage, cpu_usage, net_send_packet, istio_duration, diskio
50008,istio_duration, net_send_packet, memory_usage, cpu_usage,  request_latency
40007,Start string not found.,,,,
40003,System latency, Error rates, Uptime, Throughput,
41009,No KPIs identified as abnormal.,,,,
50009,memory_usage, istio_duration, net_send_packet, net_recv_packet, cpu_usage
51010,memory_usage, cpu_usage, net_send_packet, istio_duration, net_recv_packet
41010,N/A,,,,
40004,None,,,,
40013,Latency, Error Rate, Throughput, Uptime, System Requests
50013,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40005,NA,,,,
40006,,,,,
51011,Network Traffic,,,,
40010,,,,,
50006,Resource Contention-Defective Software Changes,,,,
50003,istio_duration, throughput, error_rate, latency, resource_utilization
41013,N/A,,,,
40009,N/A,,,,
41011,latency, error rate, request throughput, response time, resource utilization
40011,Not Available - SCWARN Algorithm flagged anomalies at specific timestamps (2024-10-07 10:50:00 and 2024-10-07 19:50:00) without specifying affected KPIs.,,,,
