id,change_type,real_type,reason_score,solution_score
51012,failure,failure,tensor(0.9074),tensor(0.9292)
50005,failure,failure,tensor(0.8420),tensor(0.9032)
41012,failure,normal,tensor(0.6217),tensor(0.4932)
40008,normal,normal,tensor(0.7587),tensor(0.6681)
50007,failure,failure,tensor(0.7153),tensor(0.7993)
50004,failure,failure,tensor(0.8786),tensor(0.6092)
40012,normal,normal,tensor(0.6391),tensor(0.4263)
50010,failure,failure,tensor(0.7181),tensor(0.8910)
51013,failure,failure,tensor(0.8276),tensor(0.9228)
50011,failure,failure,tensor(0.8060),tensor(0.7587)
51009,failure,failure,tensor(0.7857),tensor(0.8582)
50012,failure,failure,tensor(0.8653),tensor(0.8399)
50008,failure,failure,tensor(0.7432),tensor(0.7694)
40007,normal,normal,tensor(0.7121),tensor(0.9490)
40003,failure,normal,tensor(0.8129),tensor(0.5531)
41009,normal,normal,tensor(0.7926),tensor(0.5406)
50009,failure,failure,tensor(0.8462),tensor(0.8664)
51010,failure,failure,tensor(0.8019),tensor(0.9177)
41010,failure,normal,tensor(0.6992),tensor(0.4606)
40004,normal,normal,tensor(0.7315),tensor(0.7470)
40013,failure,normal,tensor(0.7698),tensor(0.4376)
50013,failure,failure,tensor(0.7935),tensor(0.6843)
40005,normal,normal,tensor(0.6458),tensor(0.7004)
40006,normal,normal,tensor(0.7219),tensor(0.9602)
51011,failure,failure,tensor(0.7296),tensor(0.8582)
40010,normal,normal,tensor(0.7818),tensor(0.8364)
50006,failure,failure,tensor(0.7732),tensor(0.7136)
50003,failure,failure,tensor(0.8481),tensor(0.9214)
41013,normal,normal,tensor(0.6620),tensor(0.9540)
40009,normal,normal,tensor(0.7448),tensor(0.9540)
41011,failure,normal,tensor(0.7016),tensor(0.4869)
40011,failure,normal,tensor(0.6808),tensor(0.5829)
