id,change_type,real_type,reason_score,solution_score
50005,failure,failure,tensor(0.4795),tensor(0.8204)
51011,failure,failure,tensor(0.5783),tensor(0.8862)
40011,normal,normal,tensor(0.2735),tensor(0.2885)
41011,normal,normal,tensor(0.2669),tensor(0.2885)
50004,failure,failure,tensor(0.5276),tensor(0.9108)
50009,failure,failure,tensor(0.5392),tensor(0.6552)
40005,normal,normal,tensor(0.3126),tensor(0.2917)
41010,normal,normal,tensor(0.2663),tensor(0.2885)
40009,normal,normal,tensor(0.3080),tensor(0.2885)
50012,failure,failure,tensor(0.5366),tensor(0.6719)
50003,failure,failure,tensor(0.5318),tensor(0.5873)
50006,failure,failure,tensor(0.5167),tensor(0.6833)
50013,failure,failure,tensor(0.5328),tensor(0.6638)
51012,failure,failure,tensor(0.5305),tensor(0.6636)
51013,failure,failure,tensor(0.5665),tensor(0.6416)
41013,normal,normal,tensor(0.2478),tensor(0.2885)
40010,normal,normal,tensor(0.3250),tensor(0.2885)
40012,normal,normal,tensor(0.3443),tensor(0.2885)
40013,normal,normal,tensor(0.3023),tensor(0.2885)
40003,normal,normal,tensor(0.3118),tensor(0.2885)
51009,failure,failure,tensor(0.5646),tensor(0.6802)
50008,failure,failure,tensor(0.5266),tensor(0.6882)
50011,failure,failure,tensor(0.5293),tensor(0.6713)
51010,failure,failure,tensor(0.5141),tensor(0.6655)
40004,normal,normal,tensor(0.2578),tensor(0.2885)
40006,normal,normal,tensor(0.2593),tensor(0.2885)
50007,failure,failure,tensor(0.5267),tensor(0.6591)
40008,normal,normal,tensor(0.2470),tensor(0.2885)
40007,normal,normal,tensor(0.3309),tensor(0.2885)
41012,normal,normal,tensor(0.3302),tensor(0.2885)
41009,normal,normal,tensor(0.3422),tensor(0.2885)
50010,failure,failure,tensor(0.4663),tensor(0.6913)
