id,change_type,real_type,reason_score,solution_score
51010,failure,failure,tensor(0.8705),tensor(0.7143)
50012,failure,failure,tensor(0.7666),tensor(0.7976)
40009,normal,normal,tensor(0.7860),tensor(0.7915)
50009,failure,failure,tensor(0.6849),tensor(0.6465)
41009,normal,normal,tensor(0.6165),tensor(0.8097)
40007,normal,normal,tensor(0.7863),tensor(0.9602)
40011,normal,normal,tensor(0.7285),tensor(0.9602)
50008,failure,failure,tensor(0.7261),tensor(0.7727)
51012,failure,failure,tensor(0.7645),tensor(0.7296)
40005,normal,normal,tensor(0.7228),tensor(0.7470)
40008,normal,normal,tensor(0.7440),tensor(0.7915)
41013,normal,normal,tensor(0.8246),tensor(0.9602)
50013,failure,failure,tensor(0.6795),tensor(0.5865)
40012,normal,normal,tensor(0.8659),tensor(0.8424)
50003,failure,failure,tensor(0.7184),tensor(0.6363)
40010,normal,normal,tensor(0.7277),tensor(0.7915)
51011,failure,failure,tensor(0.6847),tensor(0.6880)
41011,normal,normal,tensor(0.8993),tensor(0.8364)
50011,failure,failure,tensor(0.8383),tensor(0.6978)
51009,normal,failure,tensor(0.6842),tensor(0.3072)
40003,failure,normal,tensor(0.7087),tensor(0.5949)
41010,normal,normal,tensor(0.6923),tensor(0.9602)
40013,normal,normal,tensor(0.9457),tensor(0.7915)
50006,failure,failure,tensor(0.6834),tensor(0.6922)
50010,failure,failure,tensor(0.7511),tensor(0.5763)
50004,failure,failure,tensor(0.8142),tensor(0.6545)
40004,normal,normal,tensor(0.7306),tensor(0.7915)
51013,failure,failure,tensor(0.6466),tensor(0.5597)
50007,failure,failure,tensor(0.7915),tensor(0.7963)
50005,failure,failure,tensor(0.6501),tensor(0.5474)
40006,normal,normal,tensor(0.7910),tensor(0.7188)
41012,normal,normal,tensor(0.7988),tensor(0.8424)
