id,ft
51012,Network Traffic
50005,Wrong IP Address-Configuration Errors-Defective Software Changes
50007,Resource Contention-Defective Software Changes
50004,Network Traffic
50010,Wrong IP Address-Configuration Errors-Defective Software Changes
51013,Resource Contention-Defective Software Changes
50011,Resource Contention-Defective Software Changes
51009,Wrong IP Address-Configuration Errors-Defective Software Changes
50012,Network Traffic
50008,Wrong IP Address-Configuration Errors-Defective Software Changes
50009,Network Traffic
51010,Resource Contention-Defective Software Changes
50013,Wrong IP Address-Configuration Errors-Defective Software Changes
51011,Resource Contention-Defective Software Changes
50006,Wrong IP Address-Configuration Errors-Defective Software Changes
50003,Resource Contention-Defective Software Changes
