id,change_type,real_type,reason_score,solution_score
40003,normal,normal,tensor(0.8575),tensor(0.9490)
50007,failure,failure,tensor(0.8974),tensor(0.7519)
50012,failure,failure,tensor(0.9626),tensor(0.6562)
40004,normal,normal,tensor(0.6057),tensor(0.4814)
40009,normal,normal,tensor(0.6228),tensor(0.5753)
40010,normal,normal,tensor(1.0000),tensor(0.7915)
40006,normal,normal,tensor(0.9139),tensor(0.7647)
51010,failure,failure,tensor(0.9463),tensor(0.8815)
40012,normal,normal,tensor(1.0000),tensor(0.9602)
50013,failure,failure,tensor(0.7174),tensor(0.6335)
50009,failure,failure,tensor(0.8926),tensor(0.8353)
41009,normal,normal,tensor(0.9247),tensor(0.9490)
40013,normal,normal,tensor(1.0000),tensor(0.8364)
41013,normal,normal,tensor(1.0000),tensor(0.9602)
51011,failure,failure,tensor(0.9131),tensor(0.8422)
40008,normal,normal,tensor(1.0000),tensor(0.8364)
40007,normal,normal,tensor(0.9104),tensor(0.9490)
50010,failure,failure,tensor(0.8516),tensor(0.7430)
41011,normal,normal,tensor(1.0000),tensor(0.9602)
50003,failure,failure,tensor(0.8614),tensor(0.8975)
40011,normal,normal,tensor(1.0000),tensor(0.8364)
41010,normal,normal,tensor(0.8793),tensor(0.8364)
41012,normal,normal,tensor(0.9385),tensor(0.7915)
50004,failure,failure,tensor(0.9596),tensor(0.7843)
50008,failure,failure,tensor(0.9389),tensor(0.6570)
50011,failure,failure,tensor(0.9521),tensor(0.8378)
50005,failure,failure,tensor(0.8803),tensor(0.8324)
50006,failure,failure,tensor(0.8866),tensor(0.7033)
40005,normal,normal,tensor(1.0000),tensor(0.9490)
51013,failure,failure,tensor(0.9467),tensor(0.9261)
51012,failure,failure,tensor(0.9145),tensor(0.8701)
51009,failure,failure,tensor(0.9256),tensor(0.6349)
