<:GIN:>,Response=<:MAP:>,infra.grpc.handler,GetLatestMailChannelOrderByHashCode: get empty mail channel order,begin Consume call,no need process continue:<:SEQ:> I STATUS c:true in:<:NUM:> target:<:NUM:> type:int64 CH VERSION <:*:> <:*:> <:*:> type:string,RecordThirdPartyCost,scCallBack receive <:request:>,receive <:*:>,send by <:*:> OrderID=<:SEQ:> <:traceID:> <:transactionID:> <:spanID:>,deal<:SmsCallback:>,dealSmsCallback complete <:callback:>,not find dictionary type=<:NUM:>,PushSmsOrderResult: <:result:>,WeChatMsg Send WechatMsg <:*:>,UpdateWeChatLog UpdateWeChatStatus msgID=<:NUM:> code=<:NUM:> <:detail:>,send by <:*:> OrderID=<:SEQ:>,dealMailCallback complete <:callback:>,<:dealMailCallback:>,PushMailSendResult: <:result:>,begin SendMailTask,use preferred orderID=<:SEQ:> <:channel:>,scCallBack DealCallBack <:event:>,SendMailTask success,SendMail cast=<:NUM:> Ms,saveChannelOrder orderID=<:SEQ:>,getAppSmsLimit <:*:> not exist,SendWeChatMsg <:*:>,juhe sendSms <:rs:>,sanZi <:*:> return <:*:> <:traceID:> <:transactionID:> <:spanID:>,<:ChineseInfo:>,<:NUM:> <:*:>,load <:*:> config ok,syncSmsChannel: m.doSyncSmsChannel: sms <:channel:>,resetApproveCallbackTask taskID=<:SEQ:>,dealSmsCallback dealSmsCallbackRetry <:order:>,<:AliMailCallback:>,ykmsymsg <:*:> start kms,uCloud <:*:> callback return <:*:> <:traceID:> <:transactionID:> <:spanID:>,sendWeChatMsg SendMsg failed,pubMailToKafka: send mail to kafka success,genScMail: send mail by sendCloud,version,ykms addr: ykms://ymsg@<:IP:>:<:NUM:>,waiting task controller finished,task controller finished,dao close finished,sendSmsMsg failed <:*:> <:*:>,syncSmsStatusCode: m.doSyncSmsStatusCode: sms <:status:>,DealApproveCallback <:*:>,SendSMS err=<:ChineseInfo:> <:req:>,sendSmsMsg <:*:> <:channelOrder:>,sendSmsMsg send by <:*:> failed OrderID=<:SEQ:> <:*:> <:*:> <:*:> <:*:>,deal<:SmsCallback:> <:*:> SmsType:<:NUM:> SenderType:sanzi <:ChannelID:> times=<:NUM:>,dealSmsCallback complete <:callback:> <:*:> SmsType:<:NUM:> SenderType:sanzi <:ChannelID:> err=<nil>,skip <:*:> addr <:*:>,DealTemplateCardClick: get msg <:tmplCardClick:>,dealSmsCallback err=dealSmsCallback set uniq lock err <:callback:>,sendSmsMsg err=over rate limit <:NUM:><:rate:> <:channelOrder:>,receive ali <:*:> <:Callback:>,SendWeChatMsg sendWeChatMsg err=user & party & tag all invalid,PushSmsOrderResult: <:result:> <:*:>,AliSmtp cast=<:NUM:> Ms orderID=<:SEQ:>,aliVmsCallback: get <:*:> <:traceID:> <:transactionID:> <:spanID:>,aliVmsCallback: get ali vms req <:body:>,DealTaskCardClick callback templateCardClick={WechatEvent:{ToUsername:ww81d9dd4987c1a8eb <:*:> CreateTime:<:NUM:> MsgType:event Event:template card event AgentID:<:NUM:>} <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> SelectedItems:{SelectedItem: }} <:ERRORPOST:>,SendRequest retry appAgentID=<:NUM:>,sendSmsMsg send by juhe failed OrderID=<:SEQ:> err=over rate limit <:NUM:><:rate:> <:traceID:> <:transactionID:> <:spanID:>,SendSms <:*:>,doSyncEmployee: get employee len=<:NUM:>,skip empty addr <:*:> <:traceID:> <:transactionID:> <:spanID:>,aliSmsCallback: get <:*:> <:traceID:> <:transactionID:> <:spanID:>,sendSmsMsg send by <:*:> failed OrderID=<:SEQ:> <:*:>,send mail with attachments,dealTmplCardClick: callback <:req:>,DealTaskCardClick callback templateCardClick={WechatEvent:{ToUsername:ww81d9dd4987c1a8eb <:*:> CreateTime:<:NUM:> MsgType:event Event:template card event AgentID:<:NUM:>} EventKey:ylint retry ci <:*:> CardType:button interaction <:*:> <:*:> SelectedItems:{SelectedItem: }} <:ERRORPOST:>,sendApproveStatus <:record:>,aliSmsCallback: get ali vms req <:body:>,sendSmsMsg <:*:>,genWeChatMsg: getReceiver err=<:ChineseInfo:> <:req:>,sendWeChatMsg genWeChatMsg err=<:ChineseInfo:> appID=<:SEQ:> <:req:>,SendWeChatMsg sendWeChatMsg err=<:ChineseInfo:> <:*:> <:req:>,saveOriginMailOrder: s.verifyParam err=<:ChineseInfo:>、<:ChineseInfo:>、<:ChineseInfo:> <:msg:>,SendMail: s.saveOriginMailOrder err=<:ChineseInfo:>、<:ChineseInfo:>、<:ChineseInfo:>,DealTaskCardClick callback templateCardClick={WechatEvent:{ToUsername:ww81d9dd4987c1a8eb <:*:> CreateTime:<:NUM:> MsgType:event Event:template card event AgentID:<:NUM:>} EventKey:ylint retry ci autotest.<:NUM:>.<:NUM:> CardType:button interaction <:*:> <:*:> <:*:> <:*:> SelectedItems:{SelectedItem: }} <:ERRORPOST:>,DealTaskCardClick callback templateCardClick={WechatEvent:{ToUsername:ww81d9dd4987c1a8eb FromUsername:huihua.wu CreateTime:<:NUM:> MsgType:event Event:template card event AgentID:<:NUM:>} EventKey:<:SEQ:> CardType:button interaction <:*:> <:*:> <:*:> SelectedItems:{SelectedItem: }} <:ERRORPOST:>,resolver update instances: <:*:>,sendSmsMsg err=over day limit <:channelOrder:>,ListChannelOrders req.offset=<:NUM:>,dealSmsCallback exist sending <:status:>,sanzi <:ChineseInfo:>,releaseApproveCallbackTask taskID=<:SEQ:>,DealChuangLanSmsReply: <:reply:>,receive reply <:callback:>,<:dealSmsReply:>,dealSmsReply no need reply,dealSmsReply complete <:callback:>,DealApproveCallback UpdateApproveStatusAndGetRecord err=sql: no rows in result set <:msgContent:>,send code succ code:<:SEQ:> orderID:<:SEQ:> <:traceID:> <:transactionID:> <:spanID:>,sendMsg <:ERRORPOST:>,not MultipartForm,SendMail <:req:>,dealAppCallBack fail <:ERRORPOST:>,DealTaskCardClick callback templateCardClick={WechatEvent:{ToUsername:ww81d9dd4987c1a8eb FromUsername:hongyu.an CreateTime:<:NUM:> MsgType:event Event:template card event AgentID:<:NUM:>} EventKey:ylint retry ci autotest.<:NUM:>.<:NUM:> CardType:button interaction TaskId:c3fce26d4c0e1b4 ResponseCode:L7lH a 7pPlL58xQ DnjPxTS-B07D1OPSQUOl5Cc-tk SelectedItems:{SelectedItem: }} <:ERRORPOST:>,GetVerifyForeignNumberConf failed <:traceID:> <:transactionID:> <:spanID:>,get ali msg resp failed,ListSmsTmpl req.offset=<:NUM:>,not needRetry because,AddSmsBatchOrder verifyBatchOrder err=<:ChineseInfo:><:NUM:><:ChineseInfo:>,AddSmsBatchOrder verifyBatchOrder err=<:ChineseInfo:>，<:ChineseInfo:> <:req:>,filterInvalidAddress invalid format,"resolver update instances: {""id"":""noeq.server-worker id-<:NUM:>-bj1-infra-noeq-prod-<:NUM:>""",ListSmsPlatformOrders req.offset=<:NUM:>,receive excel file,UploadSmsBatchFile parsePhone err=<:ChineseInfo:><:NUM:><:ChineseInfo:>,sendSmsInner: s.verifySmsParams failed,ListSmsChannelOrders req.offset=<:NUM:>,ListApproveNo: get approve info failed,WeChatMsg SendAppMessage failed count=<:NUM:> <:msg:>,sendCallback UpdateCallbackFinished err=RowsAffected Error <:record:>,scCallBack DealCallBack <:event:> quota exceeded) <:NUM:>} <:traceID:> <:transactionID:> <:spanID:>,<:dealMailCallback:> quota exceeded)} times=<:NUM:>,dealMailCallback complete <:callback:> quota exceeded)} times=<:NUM:> err=<nil>,verifySmsParams invalid PhoneNumber,"scheduleQueryApprove GetApproveDetail err=context deadline exceeded; last error: Post ""<:URL:>?access token=bNLBgrKDQNNZuNLYTB-43qJVMbX7Qf0dBt4fxQJ3w6eMPj N8R-Gazy-QlXqs4yi56Gp6onfpb8mWy3BgsQYwkfgx5ZoCLe4DSBX8VTWgkpvNzs2wLiFLJJmcC21fz 3pMU42D9gA0OEvA6Stelag-AXNort1Y-Kkqm5M23Ul3GACukU2LYEbeHlSsnL2-10sk1BzwITrhxJ3Jxghz3DHg"": context deadline exceeded <:record:>",ChuangLanSender not needRetry because,apollo.Watch end,ykmsymsg DefaultDEK Done with error context canceled,UpdateApproveStatusAndGetRecord not need update approveID=<:NUM:> curStatus=<:NUM:>,bindReportParam clientIP=<:IP:>,sendSmsMsg send by chuanglan failed OrderID=<:SEQ:> err=over day limit,"verifyMnsCallback download cert err=Get ""<:URL:>"": net/http: TLS handshake timeout certUrl=<:URL:> <:traceID:> <:transactionID:> <:spanID:>","aliMailCallBack verifyMnsCallback err=Get ""<:URL:>"": net/http: TLS handshake timeout <:request:>",SmsRecoup <:order:>,SmsRecoup UpdateSmsOrderStatus to failed <:order:>,sign.middleware.VerifySign failed,ListSms verifyListSmsParam failed,DealTaskCardClick callback templateCardClick={WechatEvent:{ToUsername:ww81d9dd4987c1a8eb FromUsername:huihua.wu CreateTime:<:NUM:> MsgType:event Event:template card event AgentID:<:NUM:>} EventKey:<:SEQ:> CardType:button interaction TaskId:c43f27a7680f0fe ResponseCode:xiZ4eocHQjPXgVp034KJxTUgXYfJtmKXcdwZfWE0sCA SelectedItems:{SelectedItem: }} <:ERRORPOST:>,sendSmsMsg send by chuanglan failed OrderID=<:SEQ:> err=over day limit <:traceID:> <:transactionID:> <:spanID:>,UpdateApproveStatusAndGetRecord not need update approveID=<:NUM:> curStatus=<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,sendSmsRequest <:ERRORPOST:>,SendSMS <:ERRORPOST:>,timestamp
1006,974,64,0,42,35,102,18,39,37,38,38,30,34,54,54,48,11,11,11,7,7,11,7,7,7,26,34,10,9,3,9,6,4,2,3,0,2,3,4,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 19:59:49
991,968,402,0,18,15,100,10,36,40,35,35,30,32,54,54,46,9,9,9,3,3,7,3,3,3,20,39,7,7,2,0,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:01:49
937,928,33,0,18,15,37,10,12,13,12,12,45,12,20,20,17,9,9,9,3,3,7,3,3,3,10,4,3,1,0,9,6,4,2,1,2,2,0,1,0,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:03:49
960,939,382,0,12,10,45,4,23,20,22,22,30,21,23,23,22,6,6,6,2,2,2,2,2,2,6,8,8,3,1,8,6,4,2,0,4,2,1,2,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:05:49
974,969,885,847,12,10,34,4,14,13,14,14,30,15,19,19,15,2,2,2,2,2,2,2,2,2,11,10,2,1,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:07:49
948,930,915,871,49,41,49,16,22,19,22,22,30,20,21,21,28,8,8,8,8,8,8,8,8,8,8,6,9,4,1,7,6,4,2,1,0,2,2,3,1,0,1,1,1,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:09:49
966,946,1273,881,53,44,60,18,52,32,50,50,45,50,19,19,41,9,9,9,9,9,9,9,9,9,21,9,7,8,2,9,6,4,2,0,0,2,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:11:49
954,936,881,842,24,20,44,8,27,24,25,25,30,25,16,16,28,4,4,4,4,4,4,4,4,4,12,6,4,6,2,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:13:49
957,942,1213,837,0,0,47,0,22,21,21,21,30,21,26,26,21,0,0,0,0,0,0,0,0,0,13,13,3,8,1,8,6,4,2,0,0,2,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:15:49
968,954,873,834,24,20,47,8,31,26,29,29,30,28,15,15,32,4,4,4,4,4,4,4,4,4,10,7,4,7,2,0,0,4,2,2,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:17:49
942,930,876,841,18,15,38,6,16,16,14,14,30,14,19,19,20,3,3,3,3,3,3,3,3,3,7,7,6,2,2,8,6,4,2,1,0,2,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:19:49
937,924,1183,810,6,5,40,2,17,20,17,17,45,16,17,17,22,3,3,3,1,1,1,1,1,1,13,8,3,3,0,8,6,4,2,1,2,2,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:21:49
935,925,902,872,0,0,37,0,18,20,18,18,30,18,17,17,20,0,0,0,0,0,0,0,0,0,19,7,5,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:23:49
988,962,1255,859,53,44,71,18,35,33,31,31,30,30,28,28,43,8,8,9,9,9,9,9,9,9,13,16,11,7,4,8,6,4,2,1,0,2,0,1,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:25:49
967,956,874,847,19,16,38,6,15,10,15,15,45,16,25,25,13,4,4,3,3,3,3,3,3,3,9,12,1,4,0,4,6,4,2,0,0,2,0,1,0,0,1,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:27:49
960,947,928,890,30,25,48,10,26,25,25,25,15,25,17,17,31,5,5,5,5,5,5,5,5,5,9,11,4,4,1,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-04 20:29:49
