id,kpi1,kpi2,kpi3,kpi4,kpi5
40009,memory_usage, cpu_usage, diskio, istio_duration, istio_count
40012,memory_usage,cpu_usage,diskio,istio_duration, istio_count
51009,memory_usage, cpu_usage, istio_duration,,
41009,memory_usage, cpu_usage, diskio, istio_count, istio_duration
51011,cpu_usage, istio_count, memory_usage, diskio,
50012,memory_usage, cpu_usage, diskio, istio_duration, istio_count
50003,memory_usage, cpu_usage, istio_duration, diskio,
41011,memory_usage, cpu_usage, diskio, istio_count, istio_duration
40005,memory_usage, cpu_usage, diskio, istio_duration, istio_count
50011,memory_usage, cpu_usage, istio_count, istio_duration, diskio
41010,memory_usage, cpu_usage, diskio, istio_count, istio_duration
51013,memory_usage, cpu_usage, diskio, istio_count, istio_duration
40003,cpu_usage, diskio, istio_duration, memory_usage, istio_count
51012,memory_usage, cpu_usage, istio_count, istio_duration, diskio
40008,diskio, cpu_usage, memory_usage, istio_duration, istio_count
50004,memory_usage, cpu_usage, istio_duration,,
40013,memory_usage, cpu_usage, diskio, istio_duration, istio_count
50008,memory_usage, cpu_usage, diskio, istio_duration,
41012,memory_usage, cpu_usage, diskio, istio_count, istio_duration
50010,istio_duration, memory_usage, cpu_usage, diskio, istio_count
41013,memory_usage, cpu_usage, diskio, istio_count, istio_duration
40011,memory_usage,cpu_usage,diskio,istio_count, istio_duration
40007,memory_usage, cpu_usage, diskio, istio_count, istio_duration
51010,memory_usage, cpu_usage, istio_duration, diskio, istio_count
40004,cpu_usage, diskio, istio_duration, memory_usage, istio_count
40010,memory_usage, cpu_usage, diskio, istio_duration, istio_count
40006,memory_usage, cpu_usage, diskio, istio_duration, istio_count
50013,cpu_usage, diskio, istio_duration, memory_usage, istio_count
50005,memory_usage, cpu_usage, istio_count, istio_duration, diskio
50006,memory_usage, cpu_usage, diskio, istio_duration, istio_count
50007,memory_usage, cpu_usage, diskio, istio_duration, istio_count
50009,cpu_usage, istio_duration, memory_usage, diskio, istio_count
