id,change_type,real_type,reason_score,solution_score
50005,failure,failure,tensor(0.8350),tensor(0.6633)
51011,failure,failure,tensor(0.8797),tensor(0.7286)
40011,failure,normal,tensor(0.8487),tensor(0.5106)
41011,failure,normal,tensor(0.6678),tensor(0.5364)
50004,failure,failure,tensor(0.8959),tensor(0.7918)
50009,failure,failure,tensor(0.9243),tensor(0.6922)
40005,failure,normal,tensor(0.5849),tensor(0.5691)
41010,failure,normal,tensor(0.5819),tensor(0.4790)
40009,failure,normal,tensor(0.8198),tensor(0.4852)
50012,failure,failure,tensor(0.9554),tensor(0.7718)
50003,failure,failure,tensor(0.8935),tensor(0.6754)
50006,failure,failure,tensor(0.8791),tensor(0.8126)
50013,failure,failure,tensor(0.8915),tensor(0.7836)
51012,failure,failure,tensor(0.8781),tensor(0.8288)
51013,failure,failure,tensor(0.9487),tensor(0.9406)
41013,failure,normal,tensor(0.7991),tensor(0.4474)
40010,failure,normal,tensor(0.6533),tensor(0.4815)
40012,failure,normal,tensor(0.7513),tensor(0.3924)
40013,failure,normal,tensor(0.6760),tensor(0.4380)
40003,failure,normal,tensor(0.7326),tensor(0.4591)
51009,failure,failure,tensor(0.9448),tensor(0.8592)
50008,failure,failure,tensor(0.9689),tensor(0.9283)
50011,failure,failure,tensor(0.9149),tensor(0.8261)
51010,failure,failure,tensor(0.9407),tensor(0.7225)
40004,failure,normal,tensor(0.7327),tensor(0.4216)
40006,failure,normal,tensor(0.7552),tensor(0.4601)
50007,failure,failure,tensor(0.8781),tensor(0.7686)
40008,failure,normal,tensor(0.7765),tensor(0.4857)
40007,failure,normal,tensor(0.6851),tensor(0.4532)
41012,failure,normal,tensor(0.7901),tensor(0.4357)
41009,failure,normal,tensor(0.7443),tensor(0.4936)
50010,failure,failure,tensor(0.8330),tensor(0.7893)
