id,kpi1,kpi2,kpi3,kpi4,kpi5
50013,istio_success_rate, net_send_packet, istio_duration, diskio, net_recv_packet
50006,istio_success_rate, net_send_packet, istio_duration, diskio, net_recv_packet
41010,net_recv_packet, istio_success_rate, diskio, net_send_packet, istio_duration
40005,istio_success_rate, diskio, istio_duration, net_send_packet,
40013,net_recv_packet, istio_success_rate, diskio, istio_duration, net_send_packet
40004,istio_success_rate, net_send_packet, istio_duration, diskio, net_recv_packet
40008,istio_success_rate, diskio, net_recv_packet, istio_duration, net_send_packet
50008,istio_success_rate, net_send_packet, net_recv_packet, istio_duration, diskio
51013,istio_success_rate, net_send_packet, istio_duration, diskio, net_recv_packet
41013,net_recv_packet, istio_success_rate, diskio, istio_duration, net_send_packet
50004,istio_success_rate, net_recv_packet, istio_duration, diskio, net_send_packet
50005,istio_success_rate, net_recv_packet, net_send_packet, istio_duration, diskio
40006,istio_success_rate, diskio, istio_duration, net_recv_packet, net_send_packet
41012,net_recv_packet, istio_success_rate, net_send_packet, istio_duration, diskio
50003,istio_success_rate, net_recv_packet, istio_duration, net_send_packet, diskio
40009,net_recv_packet, istio_success_rate, diskio, net_send_packet, istio_duration
50012,istio_success_rate, net_send_packet, net_recv_packet, istio_duration, diskio
50009,diskio, istio_duration, net_recv_packet, istio_success_rate, net_send_packet
51010,diskio, istio_success_rate, net_send_packet, istio_duration, net_recv_packet
51011,istio_success_rate, net_send_packet, istio_duration, net_recv_packet, diskio
50011,istio_success_rate, net_recv_packet, net_send_packet, istio_duration, diskio
50007,istio_success_rate, net_send_packet, istio_duration, net_recv_packet, diskio
51009,istio_success_rate, net_send_packet, istio_duration, diskio,  net_recv_packet
40012,net_recv_packet, istio_success_rate, diskio, istio_duration, net_send_packet
40010,net_recv_packet, istio_success_rate, net_send_packet,,
40003,istio_success_rate, net_send_packet, istio_duration, diskio, net_recv_packet
40007,istio_success_rate, diskio, istio_duration, net_recv_packet, net_send_packet
50010,istio_success_rate, net_send_packet, net_recv_packet, istio_duration, diskio
51012,istio_success_rate, istio_duration, net_recv_packet, net_send_packet, istio_duration
41009,net_recv_packet, istio_success_rate, diskio, net_send_packet, istio_duration
41011,net_recv_packet, istio_success_rate, diskio, net_send_packet, istio_duration
40011,net_recv_packet, istio_success_rate, diskio, net_send_packet, istio_duration
