id,kpi1,kpi2,kpi3,kpi4,kpi5
50005,istio_usage, cpu_usage, memory_usage, net_recv_packet, istio_count
51011,istio_count, istio_usage, memory_usage, net_recv_packet, cpu_usage
40011,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
41011,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
50004,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
50009,istio_usage, cpu_usage, memory_usage, net_recv_packet, istio_count
40005,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
41010,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
40009,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
50012,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
50003,cpu_usage, memory_usage, istio_count, net_recv_packet, istio_usage
50006,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
50013,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
51012,istio_count, istio_send_packet, cpu_usage, memory_usage,
51013,istio_success_rate, cpu_usage, memory_usage, net_send_packet, net_recv_packet
41013,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
40010,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
40012,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
40013,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
40003,istio_usage, cpu_usage, memory_usage, net_send_packet,
51009,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
50008,istio_usage, cpu_usage, memory_usage,,
50011,cpu_usage, memory_usage, istio_count, net_recv_packet, istio_usage
51010,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
40004,istio_usage, cpu_usage, memory_usage, istio_count,
40006,cpu_usage, memory_usage, net_send_packet, net_recv_packet, istio_count
50007,istio_usage, cpu_usage, memory_usage,,
40008,cpu_usage, memory_usage, net_send_packet, net_recv_packet, istio_count
40007,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
41012,cpu_usage, memory_usage, net_send_packet, net_recv_packet, istio_count
41009,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
50010,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
