id,change_type,real_type,reason_score,solution_score
50012,failure,failure,tensor(0.7538),tensor(0.4902)
51012,failure,failure,tensor(0.7690),tensor(0.6090)
40007,failure,normal,tensor(0.6785),tensor(0.6717)
50006,failure,failure,tensor(0.8081),tensor(0.5252)
41011,failure,normal,tensor(0.7775),tensor(0.6057)
51009,failure,failure,tensor(0.9445),tensor(0.7001)
50013,failure,failure,tensor(0.7449),tensor(0.4898)
41012,failure,normal,tensor(0.6024),tensor(0.4679)
40006,normal,normal,tensor(0.7722),tensor(0.8307)
40003,failure,normal,tensor(0.5615),tensor(0.4025)
40011,normal,normal,tensor(0.8306),tensor(0.7470)
40009,failure,normal,tensor(0.5806),tensor(0.7345)
50007,failure,failure,tensor(0.9269),tensor(0.5245)
50003,failure,failure,tensor(0.9642),tensor(0.7420)
40005,failure,normal,tensor(0.6980),tensor(0.4259)
50011,failure,failure,tensor(0.8865),tensor(0.5515)
50009,failure,failure,tensor(0.9462),tensor(0.5074)
40008,normal,normal,tensor(0.8751),tensor(0.9478)
40013,failure,normal,tensor(0.5021),tensor(0.3374)
50005,failure,failure,tensor(0.7583),tensor(0.6204)
51011,failure,failure,tensor(0.8350),tensor(0.4553)
40012,failure,normal,tensor(0.6750),tensor(0.4905)
41010,failure,normal,tensor(0.6149),tensor(0.5582)
40010,normal,normal,tensor(0.8865),tensor(0.9540)
50010,failure,failure,tensor(0.8196),tensor(0.4469)
50004,failure,failure,tensor(0.9601),tensor(0.6428)
50008,failure,failure,tensor(0.7693),tensor(0.4701)
51010,failure,failure,tensor(0.8774),tensor(0.4467)
41013,failure,normal,tensor(0.5522),tensor(0.5630)
41009,failure,normal,tensor(0.7727),tensor(0.4185)
51013,failure,failure,tensor(0.8212),tensor(0.5519)
40004,failure,normal,tensor(0.6694),tensor(0.2953)
