id,kpi1,kpi2,kpi3,kpi4,kpi5
40006,,,,,
51013,SCWARN algorithm identifies anomalies at timestamps 1, 2024-10-07 06:54:00 and 2, 2024-10-07 20:08:00.,,
40012,,,,,
40010,None,,,,
41012,N/A,,,,
51011,List unavailable: The provided data does not contain specific KPI values for analysis.,,,,
41011,N/A,,,,
40013,,,,,
40007,,,,,
50008,SCWARN algorithm identifies anomalies at the timestamps: 1, 2024-10-07 03:50:00\n2, 2024-10-07 19:12:00,,
40005,,,,,
51012,Deleting White List by Mistake-Configuration Errors-Defective Software Changes,,,,
51010,request_count, request_success_rate,,,
40009,,,,,
41013,,,,,
50007,Deleting White List by Mistake-Configuration Errors-Defective Software Changes,,,,
40003,N/A,,,,
41010,Start string not found.,,,,
50005,SCWARN algorithm identifies anomalies at the timestamps: 1. 2024-10-07 21:04:00, 2. 2024-10-07 21:12:00, 3. 2024-10-07 21:14:00,,
40011,Start string not found.,,,,
40008,,,,,
50003,SCWARN algorithm identifies anomalies at timestamps: 1, 2024-10-07 04:56:00\n2, 2024-10-07 04:58:00\n3, 2024-10-07 05:04:00,
50006,system latency, error rates, uptime,,
51009,request_count, request_success_rate, latency,,
50011,[KPI1, KPI2, KPI3, KPI4, KPI5]
50009,request_count, request_success_rate,,,
50010,[Resource Faults-Non-change Faults, latency , request_error_rate],,
50004,1. latency  2. error rate  3. throughput  4. request count   5. user session duration,,,,
50013,SCWARN algorithm identifies anomalies at timestamps 1, 2024-10-07 11:32:00, 2, 2024-10-07 21:08:00, and 3, 2024-10-07 21:10:00
50012,system latency, error rates, uptime, throughput,
41009,None,,,,
40004,,,,,
