id,change_type,real_type,reason_score,solution_score
50005,failure,failure,tensor(0.7522),tensor(0.6739)
40012,normal,normal,tensor(0.4622),tensor(0.5533)
50009,failure,failure,tensor(0.7394),tensor(0.7616)
40011,normal,normal,tensor(0.6445),tensor(0.8424)
40003,normal,normal,tensor(0.8798),tensor(0.6935)
51012,failure,failure,tensor(0.2899),tensor(0.4499)
40008,normal,normal,tensor(0.7541),tensor(0.4826)
50004,failure,failure,tensor(0.9000),tensor(0.7009)
40007,normal,normal,tensor(0.8094),tensor(0.7188)
50006,failure,failure,tensor(0.8758),tensor(0.8055)
41013,normal,normal,tensor(0.7101),tensor(0.7188)
50013,failure,failure,tensor(0.6176),tensor(0.6257)
50008,failure,failure,tensor(0.7648),tensor(0.8007)
40009,normal,normal,tensor(0.6279),tensor(0.4541)
51013,failure,failure,tensor(0.8642),tensor(0.6732)
40013,normal,normal,tensor(0.3947),tensor(0.4363)
51009,failure,failure,tensor(0.6354),tensor(0.5889)
51010,failure,failure,tensor(0.6963),tensor(0.4977)
40004,normal,normal,tensor(0.3909),tensor(0.5533)
50012,failure,failure,tensor(0.8299),tensor(0.7634)
40005,normal,normal,tensor(0.7340),tensor(0.7188)
50011,failure,failure,tensor(0.5196),tensor(0.5753)
50007,failure,failure,tensor(0.4876),tensor(0.3728)
40010,normal,normal,tensor(0.6671),tensor(0.6040)
40006,normal,normal,tensor(0.7924),tensor(0.8424)
41012,normal,normal,tensor(0.2105),tensor(0.3989)
41009,normal,normal,tensor(0.7854),tensor(0.3885)
51011,failure,failure,tensor(0.8648),tensor(0.8447)
41010,normal,normal,tensor(0.2063),tensor(0.4136)
50010,failure,failure,tensor(0.7794),tensor(0.6480)
41011,normal,normal,tensor(0.7470),tensor(0.9246)
50003,failure,failure,tensor(0.7310),tensor(0.6442)
