id,change_type,real_type,reason_score,solution_score
50005,failure,failure,tensor(0.9606),tensor(0.9390)
40012,normal,normal,tensor(1.0000),tensor(0.8364)
50009,failure,failure,tensor(0.8750),tensor(0.6324)
40011,normal,normal,tensor(1.0000),tensor(0.7915)
40003,normal,normal,tensor(0.7713),tensor(0.7188)
51012,failure,failure,tensor(0.8601),tensor(0.6109)
40008,normal,normal,tensor(0.9040),tensor(0.7915)
50004,failure,failure,tensor(0.8738),tensor(0.8906)
40007,normal,normal,tensor(0.7489),tensor(0.7775)
50006,failure,failure,tensor(0.8863),tensor(0.8329)
41013,normal,normal,tensor(0.8061),tensor(0.9490)
50013,failure,failure,tensor(0.8400),tensor(0.8567)
50008,failure,failure,tensor(0.8936),tensor(0.6872)
40009,normal,normal,tensor(1.0000),tensor(0.9602)
51013,failure,failure,tensor(0.8858),tensor(0.7763)
40013,normal,normal,tensor(0.9370),tensor(0.9602)
51009,failure,failure,tensor(0.8382),tensor(0.6122)
51010,failure,failure,tensor(0.8609),tensor(0.9351)
40004,normal,normal,tensor(1.0000),tensor(0.8364)
50012,failure,failure,tensor(0.9341),tensor(0.8443)
40005,normal,normal,tensor(1.0000),tensor(0.7470)
50011,failure,failure,tensor(0.8668),tensor(0.7536)
50007,failure,failure,tensor(0.9397),tensor(0.9200)
40010,normal,normal,tensor(0.7638),tensor(0.9239)
40006,normal,normal,tensor(1.0000),tensor(0.7915)
41012,normal,normal,tensor(0.8354),tensor(0.7470)
41009,normal,normal,tensor(0.7622),tensor(0.7595)
51011,failure,failure,tensor(0.8839),tensor(0.8876)
41010,normal,normal,tensor(0.7618),tensor(0.9320)
50010,failure,failure,tensor(0.9184),tensor(0.8574)
41011,normal,normal,tensor(0.7773),tensor(0.8424)
50003,failure,failure,tensor(0.7413),tensor(0.7015)
