id,change_type,real_type,reason_score,solution_score
<built-in function id>,failure,failure,tensor(0.7645),tensor(0.8256)
<built-in function id>,failure,failure,tensor(0.8431),tensor(0.6965)
<built-in function id>,failure,failure,tensor(0.8208),tensor(0.4974)
<built-in function id>,failure,failure,tensor(0.8398),tensor(0.9538)
<built-in function id>,failure,failure,tensor(0.8356),tensor(0.9538)
<built-in function id>,failure,failure,tensor(0.8376),tensor(0.9538)
<built-in function id>,failure,failure,tensor(0.8376),tensor(0.9538)
<built-in function id>,failure,failure,tensor(0.8962),tensor(0.7281)
<built-in function id>,failure,failure,tensor(0.8376),tensor(0.9538)
<built-in function id>,failure,failure,tensor(0.8376),tensor(0.9538)
<built-in function id>,failure,failure,tensor(0.8356),tensor(0.9538)
<built-in function id>,failure,failure,tensor(0.8387),tensor(0.9538)
<built-in function id>,failure,failure,tensor(0.8137),tensor(0.9538)
<built-in function id>,failure,failure,tensor(0.8308),tensor(0.7836)
<built-in function id>,failure,failure,tensor(0.8365),tensor(0.7526)
<built-in function id>,failure,failure,tensor(0.8377),tensor(0.7534)
<built-in function id>,failure,failure,tensor(0.9174),tensor(0.7781)
<built-in function id>,failure,failure,tensor(0.8195),tensor(0.7407)
<built-in function id>,failure,failure,tensor(0.7949),tensor(0.4936)
<built-in function id>,failure,failure,tensor(0.8054),tensor(0.6981)
<built-in function id>,failure,failure,tensor(0.8666),tensor(0.5515)
<built-in function id>,failure,failure,tensor(0.8598),tensor(0.5341)
<built-in function id>,failure,failure,tensor(0.7970),tensor(0.7906)
<built-in function id>,failure,failure,tensor(0.7889),tensor(0.9059)
<built-in function id>,failure,failure,tensor(0.9096),tensor(0.9755)
<built-in function id>,failure,failure,tensor(0.8413),tensor(0.7741)
<built-in function id>,failure,failure,tensor(0.8546),tensor(0.8082)
