id,change_type,real_type,reason_score,solution_score
40009,normal,normal,tensor(0.9022),tensor(0.9540)
40012,normal,normal,tensor(1.),tensor(0.9602)
51009,failure,failure,tensor(0.7866),tensor(0.8740)
41009,normal,normal,tensor(0.9573),tensor(0.7915)
51011,failure,failure,tensor(0.8998),tensor(0.7855)
50012,normal,failure,tensor(0.8302),tensor(0.7754)
50003,failure,failure,tensor(0.8561),tensor(0.8534)
41011,normal,normal,tensor(0.6296),tensor(0.8364)
40005,normal,normal,tensor(0.8629),tensor(0.5010)
50011,failure,failure,tensor(0.9554),tensor(0.9270)
41010,normal,normal,tensor(0.9301),tensor(0.7915)
51013,failure,failure,tensor(0.8889),tensor(0.6732)
40003,normal,normal,tensor(0.7510),tensor(0.8424)
51012,failure,failure,tensor(0.9369),tensor(0.7965)
40008,normal,normal,tensor(0.8455),tensor(0.8542)
50004,failure,failure,tensor(0.7086),tensor(0.5529)
40013,normal,normal,tensor(0.9371),tensor(0.9490)
50008,failure,failure,tensor(0.8623),tensor(0.8746)
41012,normal,normal,tensor(0.9677),tensor(0.9602)
50010,failure,failure,tensor(0.9293),tensor(0.8838)
41013,normal,normal,tensor(1.),tensor(0.7470)
40011,normal,normal,tensor(0.8928),tensor(0.9602)
40007,normal,normal,tensor(0.8927),tensor(0.8364)
51010,failure,failure,tensor(0.9039),tensor(0.6908)
40004,normal,normal,tensor(0.7493),tensor(0.9490)
40010,normal,normal,tensor(0.7399),tensor(0.9602)
40006,normal,normal,tensor(0.7361),tensor(0.8708)
50013,failure,failure,tensor(0.8450),tensor(0.8943)
50005,failure,failure,tensor(0.8611),tensor(0.7773)
50006,failure,failure,tensor(0.9146),tensor(0.8496)
50007,failure,failure,tensor(0.8514),tensor(0.8187)
50009,failure,failure,tensor(0.8232),tensor(0.7875)
