id,change_type,real_type,reason_score,solution_score
10033,failure,failure,tensor(0.8956),tensor(0.7936)
10034,failure,failure,tensor(0.8886),tensor(0.7949)
10035,failure,failure,tensor(0.8244),tensor(0.8408)
10036,failure,failure,tensor(0.9044),tensor(0.7687)
10037,failure,failure,tensor(0.8162),tensor(0.8677)
10038,failure,failure,tensor(0.8577),tensor(0.8235)
10039,failure,failure,tensor(0.9127),tensor(0.8132)
10040,failure,failure,tensor(0.8928),tensor(0.7866)
10041,failure,failure,tensor(0.7782),tensor(0.8972)
10042,failure,failure,tensor(0.8687),tensor(0.7914)
10043,normal,failure,tensor(0.8072),tensor(0.7013)
10044,normal,failure,tensor(0.2506),tensor(0.2376)
10045,failure,failure,tensor(0.8358),tensor(0.8513)
10046,failure,failure,tensor(0.9074),tensor(0.8137)
10047,failure,failure,tensor(0.9065),tensor(0.7506)
10048,failure,failure,tensor(0.7132),tensor(0.7596)
10049,failure,failure,tensor(0.7557),tensor(0.7601)
10050,failure,failure,tensor(0.2491),tensor(0.1724)
10051,failure,failure,tensor(0.8826),tensor(0.8139)
10052,failure,failure,tensor(0.7560),tensor(0.7308)
10053,failure,failure,tensor(0.7348),tensor(0.7406)
10054,failure,failure,tensor(0.7607),tensor(0.7331)
10055,failure,failure,tensor(0.6971),tensor(0.7487)
10056,failure,failure,tensor(0.8734),tensor(0.6968)
10057,failure,failure,tensor(0.2361),tensor(0.2214)
10058,failure,failure,tensor(0.8848),tensor(0.6585)
10060,failure,failure,tensor(0.8239),tensor(0.7096)
10062,failure,failure,tensor(0.8786),tensor(0.8732)
10063,failure,failure,tensor(0.2240),tensor(0.1779)
10064,failure,failure,tensor(0.2445),tensor(0.2205)
10065,failure,failure,tensor(0.5187),tensor(0.7183)
10066,failure,failure,tensor(0.7002),tensor(0.7494)
10067,failure,failure,tensor(0.9061),tensor(0.8399)
10068,failure,failure,tensor(0.7945),tensor(0.7905)
10076,failure,failure,tensor(0.8327),tensor(0.8078)
10077,failure,failure,tensor(0.7442),tensor(0.7275)
10079,failure,failure,tensor(0.8651),tensor(0.7096)
10080,failure,failure,tensor(0.5818),tensor(0.2379)
10081,failure,failure,tensor(0.6392),tensor(0.7148)
10082,failure,failure,tensor(0.8600),tensor(0.7425)
