id,kpi1,kpi2,kpi3,kpi4,kpi5
40006,,,,,
51013,request_count, request_success_rate,,,
40012,N/A,,,,
40010,None,,,,
41012,N/A,,,,
51011,request_count, request_success_rate,,,
41011,N/A,,,,
40013,,,,,
40007,,,,,
50008,N/A,,,,
40005,,,,,
51012,request_count, request_success_rate,,,
51010,request_count, request_success_rate,,,
40009,,,,,
41013,,,,,
50007,request_count, request_success_rate,,,
40003,N/A,,,,
41010,Start string not found.,,,,
50005,request_count, request_success_rate,,,
40011,,,,,
40008,,,,,
50003,N/A,,,,
50006,,,,,
51009,,,,,
50011,request_count, request_success_rate,,,
50009,Start string not found.,,,,
50010,Start string not found.,,,,
50004,request_count, request_success_rate,,,
50013,request_count, request_success_rate,,,
50012,N/A,,,,
41009,None,,,,
40004,,,,,
