id,kpi1,kpi2,kpi3,kpi4,kpi5
51010,request_duration, request_count,,,
50012,request_duration, request_count,,,
40009,request_duration, request_count,,,
50009,request_duration, request_count,,,
41009,request_duration, request_count,,,
40007,request_duration, request_count,,,
40011,request_duration, request_count,,,
50008,Start string not found.,,,,
51012,request_duration, request_count,,,
40005,request_duration, request_count,,,
40008,request_duration, request_count,,,
41013,request_duration, request_count,,,
50013,request_duration, request_count,,,
40012,request_duration, request_count,,,
50003,request_duration, request_count,,,
40010,request_duration, request_count,,,
51011,request_duration, request_count,,,
41011,request_duration, request_count,,,
50011,,,,,
51009,request_duration, request_count,,,
40003,request_duration, request_count,,,
41010,request_duration, request_count,,,
40013,request_duration, request_count,,,
50006,request_duration, request_count,,,
50010,,,,,
50004,N/A,,,,
40004,request_duration, request_count,,,
51013,request_duration, request_count,,,
50007,N/A,,,,
50005,N/A,,,,
40006,request_duration, request_count,,,
41012,request_duration, request_count,,,
