id,change_type,real_type,reason_score,solution_score
40003,normal,normal,tensor(0.2105),tensor(0.3989)
50007,failure,failure,tensor(0.9166),tensor(0.9002)
50012,failure,failure,tensor(0.5063),tensor(0.5568)
40004,normal,normal,tensor(0.6635),tensor(0.8424)
40009,normal,normal,tensor(0.6983),tensor(0.7188)
40010,normal,normal,tensor(0.6978),tensor(0.7188)
40006,normal,normal,tensor(0.9009),tensor(0.4792)
51010,failure,failure,tensor(0.5971),tensor(0.4042)
40012,normal,normal,tensor(0.7207),tensor(0.7188)
50013,failure,failure,tensor(0.8963),tensor(0.6960)
50009,failure,failure,tensor(0.9386),tensor(0.9100)
41009,normal,normal,tensor(0.6868),tensor(0.9540)
40013,normal,normal,tensor(0.7919),tensor(0.8424)
41013,normal,normal,tensor(0.6782),tensor(0.8424)
51011,failure,failure,tensor(0.7528),tensor(0.7445)
40008,normal,normal,tensor(0.6687),tensor(0.7915)
40007,normal,normal,tensor(0.8259),tensor(0.8424)
50010,failure,failure,tensor(0.9171),tensor(0.7112)
41011,normal,normal,tensor(0.6558),tensor(0.7188)
50003,failure,failure,tensor(0.9112),tensor(0.8621)
40011,normal,normal,tensor(0.7557),tensor(0.7188)
41010,normal,normal,tensor(0.6364),tensor(0.7188)
41012,normal,normal,tensor(0.7656),tensor(0.8424)
50004,failure,failure,tensor(0.9492),tensor(0.7062)
50008,failure,failure,tensor(0.8136),tensor(0.8515)
50011,failure,failure,tensor(0.7904),tensor(0.7314)
50005,failure,failure,tensor(0.9498),tensor(0.8259)
50006,failure,failure,tensor(0.8716),tensor(0.6880)
40005,normal,normal,tensor(0.7273),tensor(0.9540)
51013,failure,failure,tensor(0.5362),tensor(0.6479)
51012,failure,failure,tensor(0.5677),tensor(0.6170)
51009,failure,failure,tensor(0.7203),tensor(0.5629)
