id,change_type,real_type,reason_score,solution_score
40009,normal,normal,tensor(0.5431),tensor(0.6702)
40012,normal,normal,tensor(0.5248),tensor(0.4541)
51009,failure,failure,tensor(0.2074),tensor(0.1104)
41009,normal,normal,tensor(0.2105),tensor(0.4136)
51011,failure,failure,tensor(0.3262),tensor(0.2854)
50012,failure,failure,tensor(0.3272),tensor(0.4145)
50003,failure,failure,tensor(0.4933),tensor(0.4705)
41011,normal,normal,tensor(0.2105),tensor(0.4136)
40005,normal,normal,tensor(0.2105),tensor(0.4136)
50011,failure,failure,tensor(0.6774),tensor(0.6759)
41010,normal,normal,tensor(0.4787),tensor(0.4541)
51013,failure,failure,tensor(0.3470),tensor(0.4308)
40003,normal,normal,tensor(0.2533),tensor(0.2293)
51012,failure,failure,tensor(0.6134),tensor(0.6319)
40008,normal,normal,tensor(0.3909),tensor(0.5533)
50004,failure,failure,tensor(0.2197),tensor(0.2586)
40013,normal,normal,tensor(0.3218),tensor(0.4136)
50008,failure,failure,tensor(0.2738),tensor(0.3418)
41012,normal,normal,tensor(0.2670),tensor(0.2293)
50010,failure,failure,tensor(0.3020),tensor(0.3027)
41013,normal,normal,tensor(0.2105),tensor(0.3027)
40011,normal,normal,tensor(0.2105),tensor(0.2293)
40007,normal,normal,tensor(0.2105),tensor(0.3989)
51010,failure,failure,tensor(0.3275),tensor(0.2695)
40004,normal,normal,tensor(0.2105),tensor(0.4136)
40010,normal,normal,tensor(0.3735),tensor(0.5566)
40006,normal,normal,tensor(0.2105),tensor(0.3989)
50013,failure,failure,tensor(0.3369),tensor(0.2887)
50005,failure,failure,tensor(0.3217),tensor(0.2817)
50006,failure,failure,tensor(0.3403),tensor(0.3516)
50007,failure,failure,tensor(0.3004),tensor(0.3361)
50009,failure,failure,tensor(0.1173),tensor(0.1173)
