id,change_type,real_type,reason_score,solution_score
51012,failure,failure,tensor(0.9807),tensor(0.8334)
50005,failure,failure,tensor(0.9002),tensor(0.8065)
41012,failure,normal,tensor(0.7236),tensor(0.4137)
40008,failure,normal,tensor(0.6925),tensor(0.4479)
50007,failure,failure,tensor(0.9772),tensor(0.8420)
50004,failure,failure,tensor(0.8933),tensor(0.8655)
40012,failure,normal,tensor(0.7039),tensor(0.5479)
50010,failure,failure,tensor(0.8967),tensor(0.8501)
51013,failure,failure,tensor(0.9572),tensor(0.9135)
50011,failure,failure,tensor(0.9720),tensor(0.8043)
51009,failure,failure,tensor(0.9149),tensor(0.7818)
50012,failure,failure,tensor(0.8952),tensor(0.6887)
50008,failure,failure,tensor(0.9522),tensor(0.7007)
40007,failure,normal,tensor(0.7183),tensor(0.5070)
40003,failure,normal,tensor(0.8000),tensor(0.3915)
41009,failure,normal,tensor(0.8022),tensor(0.5195)
50009,failure,failure,tensor(0.9273),tensor(0.8224)
51010,failure,failure,tensor(0.9103),tensor(0.7339)
41010,failure,normal,tensor(0.7793),tensor(0.4947)
40004,failure,normal,tensor(0.6462),tensor(0.4405)
40013,failure,normal,tensor(0.6575),tensor(0.5895)
50013,failure,failure,tensor(0.7356),tensor(0.8738)
40005,failure,normal,tensor(0.7403),tensor(0.3879)
40006,failure,normal,tensor(0.6613),tensor(0.4232)
51011,failure,failure,tensor(0.9526),tensor(0.6706)
40010,failure,normal,tensor(0.7753),tensor(0.5634)
50006,failure,failure,tensor(0.9420),tensor(0.8692)
50003,failure,failure,tensor(0.9221),tensor(0.8200)
41013,failure,normal,tensor(0.6988),tensor(0.4263)
40009,failure,normal,tensor(0.6370),tensor(0.5556)
41011,failure,normal,tensor(0.7146),tensor(0.4554)
40011,failure,normal,tensor(0.7306),tensor(0.4719)
