id,kpi1,kpi2,kpi3,kpi4,kpi5
50005,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40012,N/A,,,,
50009,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40011,N/A,,,,
40003,system latency, error rates, throughput,,
51012,Resource Contention-Defective Software Changes,newly generated log pattern,,,
40008,,,,,
50004,system latency, error rates, uptime, throughput,
40007,latency, error rate, throughput, system availability,
50006,memory_usage, cpu_usage, istio_duration, istio_count, istio_success_rate
41013,latency, error rates, throughput, uptime, request success rate
50013,Resource Contention-Defective Software Changes,,,,
50008,memory_usage, istio_count, istio_duration, cpu_usage,
40009,SCWARN algorithm identifies anomalies at the following timestamps: \n1, 2024-10-07 00:24:00\n2, 2024-10-07 00:28:00\n3, 2024-10-07 11:30:00\n4, 2024-10-07 12:44:00
51013,Resource Contention-Defective Software Changes,,,,
40013,None,,,,
51009,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
51010,Resource Contention-Defective Software Changes,,,,
40004,N/A,,,,
50012,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40005,system latency, error rates, uptime, throughput,
50011,Start string not found.,,,,
50007,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40010,None,,,,
40006,system latency, error rates, throughput,  uptime, connection timeouts
41012,N/A,,,,
41009,,,,,
51011,Resource Contention-Defective Software Changes,,,,
41010,None,,,,
50010,Network Traffic,,,,
41011,System latency, Error rates, Throughput, Uptime,
50003,Resource Contention-Defective Software Changes,,,,
