id,change_type,real_type,reason_score,solution_score
40009,normal,normal,tensor(0.1387),tensor(0.4136)
40012,normal,normal,tensor(0.2169),tensor(0.4136)
51009,normal,failure,tensor(0.2140),tensor(0.1023)
41009,normal,normal,tensor(0.2363),tensor(0.2293)
51011,failure,failure,tensor(0.4462),tensor(0.3880)
50012,normal,failure,tensor(0.2114),tensor(0.3310)
50003,failure,failure,tensor(0.4079),tensor(0.4345)
41011,normal,normal,tensor(0.2105),tensor(0.3989)
40005,normal,normal,tensor(0.2017),tensor(0.4136)
50011,failure,failure,tensor(0.8053),tensor(0.7848)
41010,normal,normal,tensor(0.2320),tensor(0.3989)
51013,failure,failure,tensor(0.4942),tensor(0.3991)
40003,normal,normal,tensor(0.9573),tensor(0.6210)
51012,failure,failure,tensor(0.4996),tensor(0.3566)
40008,normal,normal,tensor(0.2596),tensor(0.3847)
50004,normal,failure,tensor(0.1811),tensor(0.2660)
40013,normal,normal,tensor(0.3429),tensor(0.5533)
50008,failure,failure,tensor(1.),tensor(0.9862)
41012,normal,normal,tensor(1.0000),tensor(0.9490)
50010,failure,failure,tensor(0.5814),tensor(0.3509)
41013,normal,normal,tensor(0.2236),tensor(0.4136)
40011,normal,normal,tensor(0.2390),tensor(0.4136)
40007,normal,normal,tensor(0.2720),tensor(0.3989)
51010,failure,failure,tensor(0.4304),tensor(0.4529)
40004,normal,normal,tensor(0.1916),tensor(0.4136)
40010,normal,normal,tensor(0.2030),tensor(0.3989)
40006,normal,normal,tensor(0.2863),tensor(0.3027)
50013,failure,failure,tensor(0.5151),tensor(0.4278)
50005,failure,failure,tensor(0.4540),tensor(0.3870)
50006,failure,failure,tensor(0.2440),tensor(0.2317)
50007,failure,failure,tensor(0.7865),tensor(0.8882)
50009,failure,failure,tensor(0.7603),tensor(0.7738)
