id,change_type,real_type,reason_score,solution_score
50005,failure,failure,tensor(0.4999),tensor(0.9224)
40012,normal,normal,tensor(0.2594),tensor(0.9540)
50009,failure,failure,tensor(0.5340),tensor(0.9296)
40011,normal,normal,tensor(0.3288),tensor(0.9540)
40003,normal,normal,tensor(0.2916),tensor(0.9490)
51012,failure,failure,tensor(0.5616),tensor(0.9781)
40008,normal,normal,tensor(0.3812),tensor(0.9602)
50004,failure,failure,tensor(0.5091),tensor(0.9833)
40007,normal,normal,tensor(0.2675),tensor(0.9540)
50006,failure,failure,tensor(0.3395),tensor(0.7233)
41013,normal,normal,tensor(0.3013),tensor(0.9540)
50013,failure,failure,tensor(0.5149),tensor(0.9806)
50008,failure,failure,tensor(0.4145),tensor(0.8725)
40009,normal,normal,tensor(0.3323),tensor(0.9540)
51013,failure,failure,tensor(0.6460),tensor(0.9833)
40013,normal,normal,tensor(0.4037),tensor(0.9478)
51009,failure,failure,tensor(0.4991),tensor(0.9826)
51010,failure,failure,tensor(0.5465),tensor(0.9088)
40004,normal,normal,tensor(0.3633),tensor(0.9540)
50012,failure,failure,tensor(0.4928),tensor(0.9864)
40005,normal,normal,tensor(0.3476),tensor(0.9540)
50011,failure,failure,tensor(0.4406),tensor(0.9850)
50007,failure,failure,tensor(0.4649),tensor(0.8845)
40010,normal,normal,tensor(0.3473),tensor(0.9818)
40006,normal,normal,tensor(0.3627),tensor(0.9540)
41012,normal,normal,tensor(0.3144),tensor(0.9540)
41009,normal,normal,tensor(0.3594),tensor(0.9490)
51011,failure,failure,tensor(0.5999),tensor(0.9857)
41010,normal,normal,tensor(0.4037),tensor(0.9478)
50010,failure,failure,tensor(0.6799),tensor(0.8169)
41011,normal,normal,tensor(0.3936),tensor(0.9478)
50003,failure,failure,tensor(0.6754),tensor(0.9873)
