id,kpi1,kpi2,kpi3,kpi4,kpi5
50005,istio_usage, cpu_usage, memory_usage, net_recv_packet, istio_count
51011,Network Traffic-Related Machine KPIs (e.g., CPU, memory),,
40011,Latency increased by 20%, Error rate up by 15%, Throughput decreased by 10%,,
41011,,,,,
50004,istio_usage, cpu_usage, memory_usage, net_send_packet, net_recv_packet
50009,Resource Contention-Defective Software Changes,,,,
40005,None,,,,
41010,,,,,
40009,,,,,
50012,Resource Contention-Defective Software Changes,newly generated log pattern,,,
50003,Network Traffic,,,,
50006,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50013,Resource Contention-Defective Software Changes,,,,
51012,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
51013,Resource Contention-Defective Software Changes,,,,
41013,SCWARN algorithm identifies anomalies at the following timestamps: \n1, 2024-10-07 13:04:00,,,
40010,SCWARN algorithm identifies anomalies at the following timestamps: \n1, 2024-10-07 13:04:00,,,
40012,Start string not found.,,,,
40013,Start string not found.,,,,
40003,,,,,
51009,Resource Contention-Defective Software Changes,,,,
50008,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50011,Resource Contention-Defective Software Changes,,,,
51010,Resource Contention-Defective Software Changes,,,,
40004,N/A,,,,
40006,N/A,,,,
50007,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40008,,,,,
40007,N/A,,,,
41012,N/A,,,,
41009,SCWARN algorithm identified anomalies at timestamp 1 on 2024-10-07 13:04:00.,,,,
50010,Resource Contention-Defective Software Changes,,,,
