id,change_type,real_type,reason_score,solution_score
40011,normal,normal,tensor(0.3039),tensor(0.5533)
51010,failure,failure,tensor(0.8320),tensor(0.6858)
50009,failure,failure,tensor(0.4225),tensor(0.3155)
41011,normal,normal,tensor(0.3235),tensor(0.4363)
40009,normal,normal,tensor(0.3257),tensor(0.5780)
41013,normal,normal,tensor(0.1619),tensor(0.3989)
40003,normal,normal,tensor(0.8475),tensor(0.7256)
40007,normal,normal,tensor(0.2318),tensor(0.4136)
40004,normal,normal,tensor(0.2312),tensor(0.3989)
50010,failure,failure,tensor(0.6490),tensor(0.5055)
51011,failure,failure,tensor(0.2413),tensor(0.3429)
51013,failure,failure,tensor(0.3331),tensor(0.1691)
50005,failure,failure,tensor(0.3423),tensor(0.3451)
40012,normal,normal,tensor(0.2348),tensor(0.3989)
50004,failure,failure,tensor(0.2324),tensor(0.2830)
40006,normal,normal,tensor(0.2210),tensor(0.3989)
41010,normal,normal,tensor(0.1031),tensor(0.4136)
41009,normal,normal,tensor(0.1454),tensor(0.4136)
50003,failure,failure,tensor(0.6383),tensor(0.6042)
51012,failure,failure,tensor(0.3624),tensor(0.3676)
50013,normal,failure,tensor(0.8547),tensor(0.4850)
40010,normal,normal,tensor(0.2142),tensor(0.3989)
50006,failure,failure,tensor(0.3033),tensor(0.3156)
50008,failure,failure,tensor(0.3106),tensor(0.2536)
50012,failure,failure,tensor(0.3983),tensor(0.4332)
51009,failure,failure,tensor(0.8126),tensor(0.8462)
50007,failure,failure,tensor(0.4133),tensor(0.5032)
50011,failure,failure,tensor(0.3090),tensor(0.2826)
40008,normal,normal,tensor(0.2401),tensor(0.3989)
41012,normal,normal,tensor(0.2163),tensor(0.2293)
40005,normal,normal,tensor(0.2341),tensor(0.4136)
40013,normal,normal,tensor(0.2245),tensor(0.2293)
