id,kpi1,kpi2,kpi3,kpi4,kpi5
40006,N/A,,,,
51013,,,,,
40012,N/A,,,,
40010,N/A,,,,
41012,Start string not found.,,,,
51011,N/A,,,,
41011,Start string not found.,,,,
40013,N/A,,,,
40007,Start string not found.,,,,
50008,N/A,,,,
40005,,,,,
51012,none,,,,
51010,N/A,,,,
40009,None,,,,
41013,None,,,,
50007,request_count, request_success_rate,,,
40003,,,,,
41010,N/A,,,,
50005,,,,,
40011,None,,,,
40008,None,,,,
50003,N/A,,,,
50006,,,,,
51009,,,,,
50011,None,,,,
50009,None,,,,
50010,request_count, request_success_rate,,,
50004,,,,,
50013,,,,,
50012,None,,,,
41009,N/A,,,,
40004,NA,,,,
