id,change_type,real_type,reason_score,solution_score
40009,normal,normal,tensor(0.6530),tensor(0.9545)
40012,normal,normal,tensor(0.8299),tensor(0.4830)
51009,normal,failure,tensor(0.8690),tensor(0.5461)
41009,normal,normal,tensor(0.7340),tensor(0.9545)
51011,failure,failure,tensor(0.8279),tensor(0.2242)
50012,normal,failure,tensor(0.6632),tensor(0.9545)
50003,failure,failure,tensor(0.7172),tensor(0.2822)
41011,failure,normal,tensor(0.5209),tensor(0.0321)
40005,normal,normal,tensor(0.6979),tensor(0.3246)
50011,normal,failure,tensor(0.5319),tensor(0.4730)
41010,normal,normal,tensor(0.7882),tensor(0.5789)
51013,failure,failure,tensor(0.8414),tensor(0.2817)
40003,failure,normal,tensor(0.2793),tensor(0.0793)
51012,normal,failure,tensor(0.7251),tensor(0.5218)
40008,failure,normal,tensor(0.7712),tensor(0.1515)
50004,normal,failure,tensor(0.7789),tensor(0.9545)
40013,normal,normal,tensor(0.7561),tensor(0.5218)
50008,failure,failure,tensor(0.8457),tensor(0.2779)
41012,normal,normal,tensor(0.8727),tensor(0.5434)
50010,normal,failure,tensor(0.7980),tensor(0.4730)
41013,failure,normal,tensor(0.7320),tensor(0.0617)
40011,normal,normal,tensor(0.7535),tensor(0.5789)
40007,failure,normal,tensor(0.5619),tensor(0.0854)
51010,normal,failure,tensor(0.8880),tensor(0.4730)
40004,failure,normal,tensor(0.4057),tensor(0.1249)
40010,normal,normal,tensor(0.6986),tensor(0.5461)
40006,failure,normal,tensor(0.5908),tensor(0.1487)
50013,normal,failure,tensor(0.6250),tensor(0.3720)
50005,normal,failure,tensor(0.7493),tensor(0.5789)
50006,failure,failure,tensor(0.4564),tensor(0.5494)
50007,failure,failure,tensor(0.8573),tensor(0.3991)
50009,failure,failure,tensor(0.7623),tensor(0.6300)
