id,kpi1,kpi2,kpi3,kpi4,kpi5
40009,N/A,,,,
40012,N/A,,,,
51009,N/A,,,,
41009,N/A,,,,
51011,request_count, request_success_rate,,,
50012,N/A,,,,
50003,request_count, request_success_rate,,,
41011,request_count,,,,
40005,None,,,,
50011,None,,,,
41010,None,,,,
51013,request_count,,,,
40003,request_count, request_success_rate,,,
51012,None,,,,
40008,request_count, request_success_rate,,,
50004,N/A,,,,
40013,None,,,,
50008,request_count, request_success_rate,,,
41012,None,,,,
50010,None,,,,
41013,request_count,,,,
40011,None,,,,
40007,request_count, request_success_rate,,,
51010,None,,,,
40004,request_count, request_success_rate,,,
40010,N/A,,,,
40006,request_count, request_success_rate,,,
50013,None,,,,
50005,None,,,,
50006,Resource Contention-Defective Software Changes,,,,
50007,request_count,,,,
50009,request_count, request_success_rate,,,
