id,change_type,real_type,reason_score,solution_score
51012,failure,failure,tensor(0.1736),tensor(0.1991)
50005,failure,failure,tensor(0.2030),tensor(0.1028)
41012,normal,normal,tensor(0.2298),tensor(0.3989)
40008,normal,normal,tensor(0.4411),tensor(0.5533)
50007,failure,failure,tensor(0.8519),tensor(0.7452)
50004,failure,failure,tensor(0.2300),tensor(0.2778)
40012,normal,normal,tensor(0.7774),tensor(0.3326)
50010,failure,failure,tensor(0.7268),tensor(0.6911)
51013,failure,failure,tensor(0.6628),tensor(0.6882)
50011,failure,failure,tensor(0.7752),tensor(0.6156)
51009,failure,failure,tensor(0.5953),tensor(0.5883)
50012,failure,failure,tensor(0.2010),tensor(0.3080)
50008,failure,failure,tensor(0.1227),tensor(0.1536)
40007,normal,normal,tensor(0.4468),tensor(0.5780)
40003,normal,normal,tensor(0.4085),tensor(0.5660)
41009,normal,normal,tensor(0.2575),tensor(0.4585)
50009,failure,failure,tensor(0.0817),tensor(0.2941)
51010,failure,failure,tensor(0.1703),tensor(0.1697)
41010,normal,normal,tensor(0.8842),tensor(0.8053)
40004,normal,normal,tensor(0.2212),tensor(0.3989)
40013,normal,normal,tensor(0.8570),tensor(0.5978)
50013,failure,failure,tensor(0.7407),tensor(0.4513)
40005,normal,normal,tensor(0.2928),tensor(0.4136)
40006,normal,normal,tensor(0.6305),tensor(0.5978)
51011,failure,failure,tensor(0.2688),tensor(0.3243)
40010,normal,normal,tensor(0.2365),tensor(0.4435)
50006,failure,failure,tensor(0.1070),tensor(0.1716)
50003,failure,failure,tensor(0.2785),tensor(0.3250)
41013,normal,normal,tensor(0.4009),tensor(0.5130)
40009,normal,normal,tensor(0.4050),tensor(0.5780)
41011,normal,normal,tensor(0.7068),tensor(0.6210)
40011,normal,normal,tensor(0.2057),tensor(0.3989)
