id,change_type,real_type,reason_score,solution_score
40003,normal,normal,tensor(0.3372),tensor(0.9540)
50007,failure,failure,tensor(0.6103),tensor(0.9637)
50012,failure,failure,tensor(0.4627),tensor(0.9745)
40004,normal,normal,tensor(0.3291),tensor(0.9540)
40009,normal,normal,tensor(0.3596),tensor(0.9540)
40010,normal,normal,tensor(0.3638),tensor(0.9540)
40006,normal,normal,tensor(0.4016),tensor(0.9540)
51010,failure,failure,tensor(0.5930),tensor(0.9071)
40012,normal,normal,tensor(0.3182),tensor(0.9540)
50013,failure,failure,tensor(0.5398),tensor(0.9836)
50009,failure,failure,tensor(0.4916),tensor(0.8877)
41009,normal,normal,tensor(0.3572),tensor(0.9540)
40013,normal,normal,tensor(0.2878),tensor(0.9540)
41013,normal,normal,tensor(0.3523),tensor(0.9540)
51011,failure,failure,tensor(0.4322),tensor(0.9159)
40008,normal,normal,tensor(0.3375),tensor(0.9602)
40007,normal,normal,tensor(0.3027),tensor(0.9540)
50010,failure,failure,tensor(0.4627),tensor(0.9245)
41011,normal,normal,tensor(0.3264),tensor(0.9540)
50003,failure,failure,tensor(0.5586),tensor(0.9760)
40011,normal,normal,tensor(0.3416),tensor(0.9540)
41010,normal,normal,tensor(0.2588),tensor(0.9540)
41012,normal,normal,tensor(0.3302),tensor(0.9540)
50004,failure,failure,tensor(0.5099),tensor(0.9875)
50008,failure,failure,tensor(0.4423),tensor(0.9151)
50011,failure,failure,tensor(0.5552),tensor(0.6483)
50005,failure,failure,tensor(0.5779),tensor(0.8951)
50006,failure,failure,tensor(0.5473),tensor(0.9844)
40005,normal,normal,tensor(0.2813),tensor(0.9540)
51013,failure,failure,tensor(0.5730),tensor(0.9877)
51012,failure,failure,tensor(0.5489),tensor(0.9753)
51009,failure,failure,tensor(0.5384),tensor(0.9821)
