csvname,anomaly_timestamp,Z_value_1,Z_value_2,Z_value_3,Z_value_4,Z_value_5,Z_value_6,Z_value_7,Z_value_8,Z_value_9,Z_value_10,Z_value_11,Z_value_12,Z_value_13,Z_value_14,Z_value_15,Z_value_16,Z_value_17,Z_value_18,Z_value_19,Z_value_20,Z_value_21,Z_value_22,Z_value_23,Z_value_24,Z_value_25,Z_value_26,Z_value_27,Z_value_28,Z_value_29,Z_value_30
577e8f781b5cf7f2ce657af96f44bedc,2024-03-15 09:31:00,12.466666666666669,12.533333333333331,11.866666666666667,11.933333333333334,11.266666666666667,12.466666666666669,12.533333333333331,12.333333333333334,13.266666666666667,12.4,14.0,12.133333333333333,13.066666666666666,13.930547223888556,12.2,19.933333333333334,13.066666666666666,12.6,15.066666666666666,12.4,14.2,13.733333333333333,13.533333333333331,13.2,13.6,12.866666666666667,14.0,13.466666666666669,16.333333333333332,12.8
577e8f781b5cf7f2ce657af96f44bedc,2024-03-15 13:57:00,12.133333333333333,12.8,13.0,12.066666666666666,13.2,13.066666666666666,11.733333333333333,13.066666666666666,13.666666666666666,11.866666666666667,14.0,12.0,12.6,13.066666666666666,14.066666666666666,18.2,15.133333333333333,14.0,13.266666666666667,13.866666666666667,13.066666666666666,12.533333333333331,12.8,12.2,11.266666666666667,12.866666666666667,13.733333333333333,14.333333333333334,16.933333333333334,12.066666666666666
577e8f781b5cf7f2ce657af96f44bedc,2024-03-15 14:23:00,13.066666666666666,14.066666666666666,18.2,15.133333333333333,14.0,13.266666666666667,13.866666666666667,13.066666666666666,12.533333333333331,12.8,12.2,11.266666666666667,12.866666666666667,13.733333333333333,14.333333333333334,16.933333333333334,12.066666666666666,13.466666666666669,12.0,14.8,13.866666666666667,13.266666666666667,14.533333333333331,13.666666666666666,15.4,14.2,11.4,12.933333333333334,12.533333333333331,12.466666666666669
43909a8782fa8a4888c62b67d7768e10,2024-03-15 14:21:00,0.23,0.17,0.22,0.24,0.21,0.26,0.3,0.28,0.23,0.34,0.31,0.27,0.23,0.24,0.35,1.13,0.86,0.62,0.52,0.36,0.45,0.33,0.33,0.24,0.27,0.38,0.38,0.38,0.38,0.26
a52809c13042e72dfad83cec67c9eb77,2024-03-15 09:21:00,3.0,1.0,2.0,4.0,4.0,7.0,2.0,3.0,1.0,2.0,6.0,7.0,5.0,9.0,7.0,19.0,12.0,17.0,10.0,12.0,14.0,18.0,19.0,10.0,16.0,17.0,21.0,23.0,22.0,20.0
a52809c13042e72dfad83cec67c9eb77,2024-03-15 09:25:00,2.0,4.0,4.0,7.0,2.0,3.0,1.0,2.0,6.0,7.0,5.0,9.0,7.0,19.0,12.0,17.0,10.0,12.0,14.0,18.0,19.0,10.0,16.0,17.0,21.0,23.0,22.0,20.0,12.0,15.0
a52809c13042e72dfad83cec67c9eb77,2024-03-15 09:33:00,2.0,3.0,1.0,2.0,6.0,7.0,5.0,9.0,7.0,19.0,12.0,17.0,10.0,12.0,14.0,18.0,19.0,10.0,16.0,17.0,21.0,23.0,22.0,20.0,12.0,15.0,19.0,11.0,10.0,12.0
a52809c13042e72dfad83cec67c9eb77,2024-03-15 09:35:00,3.0,1.0,2.0,6.0,7.0,5.0,9.0,7.0,19.0,12.0,17.0,10.0,12.0,14.0,18.0,19.0,10.0,16.0,17.0,21.0,23.0,22.0,20.0,12.0,15.0,19.0,11.0,10.0,12.0,12.0
a52809c13042e72dfad83cec67c9eb77,2024-03-15 09:43:00,7.0,5.0,9.0,7.0,19.0,12.0,17.0,10.0,12.0,14.0,18.0,19.0,10.0,16.0,17.0,21.0,23.0,22.0,20.0,12.0,15.0,19.0,11.0,10.0,12.0,12.0,6.0,7.0,3.0,10.0
a52809c13042e72dfad83cec67c9eb77,2024-03-15 09:45:00,5.0,9.0,7.0,19.0,12.0,17.0,10.0,12.0,14.0,18.0,19.0,10.0,16.0,17.0,21.0,23.0,22.0,20.0,12.0,15.0,19.0,11.0,10.0,12.0,12.0,6.0,7.0,3.0,10.0,7.0
