csvname,anomaly_timestamp,Z_value_1,Z_value_2,Z_value_3,Z_value_4,Z_value_5,Z_value_6,Z_value_7,Z_value_8,Z_value_9,Z_value_10,Z_value_11,Z_value_12,Z_value_13,Z_value_14,Z_value_15,Z_value_16,Z_value_17,Z_value_18,Z_value_19,Z_value_20,Z_value_21,Z_value_22,Z_value_23,Z_value_24,Z_value_25,Z_value_26,Z_value_27,Z_value_28,Z_value_29,Z_value_30
19930931b560277fcf06ecc09f41e752,1701669600,26.0,118.0,19.0,126.0,31.0,17.0,8.0,716.0,911.0,510.0,225.0,61.0,26.0,24.0,30.0,35.0,28.0,15.0,18.0,18.0,18.0,22.0,34.0,18.0,28.0,18.0,33.0,19.0,24.0,20.0
19930931b560277fcf06ecc09f41e752,1701669720,35.0,118.0,19.0,126.0,31.0,17.0,8.0,716.0,911.0,510.0,225.0,61.0,26.0,24.0,30.0,26.0,28.0,15.0,18.0,18.0,18.0,22.0,34.0,18.0,28.0,18.0,33.0,19.0,24.0,20.0
19930931b560277fcf06ecc09f41e752,1701669840,35.0,26.0,19.0,126.0,31.0,17.0,8.0,716.0,911.0,510.0,225.0,61.0,26.0,24.0,30.0,118.0,28.0,15.0,18.0,18.0,18.0,22.0,34.0,18.0,28.0,18.0,33.0,19.0,24.0,20.0
19930931b560277fcf06ecc09f41e752,1701669960,35.0,26.0,118.0,126.0,31.0,17.0,8.0,716.0,911.0,510.0,225.0,61.0,26.0,24.0,30.0,19.0,28.0,15.0,18.0,18.0,18.0,22.0,34.0,18.0,28.0,18.0,33.0,19.0,24.0,20.0
19930931b560277fcf06ecc09f41e752,1701670080,35.0,26.0,118.0,19.0,31.0,17.0,8.0,716.0,911.0,510.0,225.0,61.0,26.0,24.0,30.0,126.0,28.0,15.0,18.0,18.0,18.0,22.0,34.0,18.0,28.0,18.0,33.0,19.0,24.0,20.0
19930931b560277fcf06ecc09f41e752,1701670200,35.0,26.0,118.0,19.0,126.0,17.0,8.0,716.0,911.0,510.0,225.0,61.0,26.0,24.0,30.0,31.0,28.0,15.0,18.0,18.0,18.0,22.0,34.0,18.0,28.0,18.0,33.0,19.0,24.0,20.0
19930931b560277fcf06ecc09f41e752,1701670320,35.0,26.0,118.0,19.0,126.0,31.0,8.0,716.0,911.0,510.0,225.0,61.0,26.0,24.0,30.0,17.0,28.0,15.0,18.0,18.0,18.0,22.0,34.0,18.0,28.0,18.0,33.0,19.0,24.0,20.0
19930931b560277fcf06ecc09f41e752,1701670440,35.0,26.0,118.0,19.0,126.0,31.0,17.0,716.0,911.0,510.0,225.0,61.0,26.0,24.0,30.0,8.0,28.0,15.0,18.0,18.0,18.0,22.0,34.0,18.0,28.0,18.0,33.0,19.0,24.0,20.0
19930931b560277fcf06ecc09f41e752,1701670560,35.0,26.0,118.0,19.0,126.0,31.0,17.0,8.0,911.0,510.0,225.0,61.0,26.0,24.0,30.0,716.0,28.0,15.0,18.0,18.0,18.0,22.0,34.0,18.0,28.0,18.0,33.0,19.0,24.0,20.0
19930931b560277fcf06ecc09f41e752,1701670680,35.0,26.0,118.0,19.0,126.0,31.0,17.0,8.0,716.0,510.0,225.0,61.0,26.0,24.0,30.0,911.0,28.0,15.0,18.0,18.0,18.0,22.0,34.0,18.0,28.0,18.0,33.0,19.0,24.0,20.0
