csvname,anomaly_timestamp,Z_value_1,Z_value_2,Z_value_3,Z_value_4,Z_value_5,Z_value_6,Z_value_7,Z_value_8,Z_value_9,Z_value_10,Z_value_11,Z_value_12,Z_value_13,Z_value_14,Z_value_15,Z_value_16,Z_value_17,Z_value_18,Z_value_19,Z_value_20,Z_value_21,Z_value_22,Z_value_23,Z_value_24,Z_value_25,Z_value_26,Z_value_27,Z_value_28,Z_value_29,Z_value_30
19930931b560277fcf06ecc09f41e752,1701675120,28.0,31.0,25.0,20.0,21.0,76.0,24.0,22.0,32.0,24.0,21.0,24.0,20.0,131.0,34.0,26.0,22.0,23.0,23.0,36.0,23.0,31.0,26.0,23.0,33.0,32.0,33.0,23.0,21.0,27.0
19930931b560277fcf06ecc09f41e752,1701675240,28.0,26.0,25.0,20.0,21.0,76.0,24.0,22.0,32.0,24.0,21.0,24.0,20.0,131.0,34.0,31.0,22.0,23.0,23.0,36.0,23.0,31.0,26.0,23.0,33.0,32.0,33.0,23.0,21.0,27.0
19930931b560277fcf06ecc09f41e752,1701675360,28.0,26.0,31.0,20.0,21.0,76.0,24.0,22.0,32.0,24.0,21.0,24.0,20.0,131.0,34.0,25.0,22.0,23.0,23.0,36.0,23.0,31.0,26.0,23.0,33.0,32.0,33.0,23.0,21.0,27.0
19930931b560277fcf06ecc09f41e752,1701675480,28.0,26.0,31.0,25.0,21.0,76.0,24.0,22.0,32.0,24.0,21.0,24.0,20.0,131.0,34.0,20.0,22.0,23.0,23.0,36.0,23.0,31.0,26.0,23.0,33.0,32.0,33.0,23.0,21.0,27.0
19930931b560277fcf06ecc09f41e752,1701675600,28.0,26.0,31.0,25.0,20.0,76.0,24.0,22.0,32.0,24.0,21.0,24.0,20.0,131.0,34.0,21.0,22.0,23.0,23.0,36.0,23.0,31.0,26.0,23.0,33.0,32.0,33.0,23.0,21.0,27.0
19930931b560277fcf06ecc09f41e752,1701675720,28.0,26.0,31.0,25.0,20.0,21.0,24.0,22.0,32.0,24.0,21.0,24.0,20.0,131.0,34.0,76.0,22.0,23.0,23.0,36.0,23.0,31.0,26.0,23.0,33.0,32.0,33.0,23.0,21.0,27.0
19930931b560277fcf06ecc09f41e752,1701675840,28.0,26.0,31.0,25.0,20.0,21.0,76.0,22.0,32.0,24.0,21.0,24.0,20.0,131.0,34.0,24.0,22.0,23.0,23.0,36.0,23.0,31.0,26.0,23.0,33.0,32.0,33.0,23.0,21.0,27.0
19930931b560277fcf06ecc09f41e752,1701675960,28.0,26.0,31.0,25.0,20.0,21.0,76.0,24.0,32.0,24.0,21.0,24.0,20.0,131.0,34.0,22.0,22.0,23.0,23.0,36.0,23.0,31.0,26.0,23.0,33.0,32.0,33.0,23.0,21.0,27.0
19930931b560277fcf06ecc09f41e752,1701676080,28.0,26.0,31.0,25.0,20.0,21.0,76.0,24.0,22.0,24.0,21.0,24.0,20.0,131.0,34.0,32.0,22.0,23.0,23.0,36.0,23.0,31.0,26.0,23.0,33.0,32.0,33.0,23.0,21.0,27.0
19930931b560277fcf06ecc09f41e752,1701676200,28.0,26.0,31.0,25.0,20.0,21.0,76.0,24.0,22.0,32.0,21.0,24.0,20.0,131.0,34.0,24.0,22.0,23.0,23.0,36.0,23.0,31.0,26.0,23.0,33.0,32.0,33.0,23.0,21.0,27.0
