id,kpi1,kpi2,kpi3,kpi4,kpi5
40003,,,,,
50007,cpu_usage, memory_usage, istio_duration, net_send_packet,  net_recv_packet
50012,Resource Contention-Defective Software Changes,,,,
40004,Latency, Error Rate, Throughput, Uptime, New Log Pattern
40009,system latency, error rates, throughput, uptime, newly generated log pattern
40010,SCWARN algorithm identifies anomalies at timestamp 1, 2024-10-07 13:04:00,,,
40006,The SCWARN algorithm identified anomalies at timestamp 1 on 2024-10-07 12:04:00.  Please provide specific KPI values for a more detailed analysis.,,,,
51010,Resource Contention-Defective Software Changes,,,,
40012,Start string not found.,,,,
50013,Network Traffic,,,,
50009,system latency, error rates, uptime, throughput,
41009,,,,,
40013,N/A,,,,
41013,N/A,,,,
51011,Resource Contention-Defective Software Changes,,,,
40008,system latency, error rates, uptime, throughput,
40007,SCWARN algorithm identifies anomalies at the following timestamps: 1, 2024-10-07 12:04:00,,,
50010,Network Traffic,,,,
41011,N/A,,,,
50003,Resource Contention-Defective Software Changes,,,,
40011,N/A,,,,
41010,SCWARN algorithm identifies anomalies at the following timestamps: 1, 2024-10-07 13:04:00,,,
41012,N/A,,,,
50004,Resource Contention-Defective Software Changes,,,,
50008,Resource Contention-Defective Software Changes, newly generated log pattern,,,
50011,Resource Contention-Defective Software Changes,,,,
50005,system latency, error rates, uptime, throughput,
50006,istio_success_rate, net_send_packet, istio_duration, memory_usage, cpu_usage
40005,N/A,,,,
51013,Resource Contention-Defective Software Changes,,,,
51012,system latency, error rates, throughput,,
51009,Resource Contention-Defective Software Changes,,,,
