id,change_type,real_type,reason_score,solution_score
40009,failure,normal,tensor(0.5813),tensor(-0.0250)
40012,failure,normal,tensor(0.5641),tensor(0.0390)
51009,failure,failure,tensor(0.5962),tensor(0.4437)
41009,failure,normal,tensor(0.6931),tensor(-0.0043)
51011,failure,failure,tensor(0.9441),tensor(0.6397)
50012,failure,failure,tensor(0.9091),tensor(0.7633)
50003,failure,failure,tensor(0.9195),tensor(0.6542)
41011,failure,normal,tensor(0.6806),tensor(-0.0047)
40005,failure,normal,tensor(0.5559),tensor(0.0302)
50011,failure,failure,tensor(0.9198),tensor(0.3375)
41010,failure,normal,tensor(0.6654),tensor(-0.0698)
51013,failure,failure,tensor(0.8221),tensor(0.7922)
40003,failure,normal,tensor(0.6166),tensor(-0.0546)
51012,failure,failure,tensor(0.7294),tensor(0.6301)
40008,failure,normal,tensor(0.5773),tensor(0.0884)
50004,failure,failure,tensor(0.8710),tensor(0.6973)
40013,failure,normal,tensor(0.5968),tensor(-0.0022)
50008,failure,failure,tensor(0.7672),tensor(0.7009)
41012,failure,normal,tensor(0.6178),tensor(0.0081)
50010,failure,failure,tensor(0.7834),tensor(0.5993)
41013,failure,normal,tensor(0.7003),tensor(0.0151)
40011,failure,normal,tensor(0.5924),tensor(0.0187)
40007,failure,normal,tensor(0.5729),tensor(-0.0307)
51010,failure,failure,tensor(0.8305),tensor(0.5966)
40004,failure,normal,tensor(0.6011),tensor(0.0121)
40010,failure,normal,tensor(0.6846),tensor(0.0438)
40006,failure,normal,tensor(0.6364),tensor(0.0283)
50013,failure,failure,tensor(0.8677),tensor(0.6714)
50005,failure,failure,tensor(0.6847),tensor(0.6671)
50006,failure,failure,tensor(0.8761),tensor(0.7256)
50007,failure,failure,tensor(0.6401),tensor(0.7174)
50009,failure,failure,tensor(0.8825),tensor(0.7860)
