id,kpi1,kpi2,kpi3,kpi4,kpi5
50013,Resource Contention-Defective Software Changes,,,,
50006,Resource Contention-Defective Software Changes,,,,
41010,Start string not found.,,,,
40005,latency increased by 10%, error rate rose by 20%, request throughput decreased by 15%, connection timeout frequency doubled,  database query response time increased by 25%
40013,Start string not found.,,,,
40004,N/A,,,,
40008,Latency, Error Rate, Throughput, Uptime, Request Success Rate
50008,Resource Contention-Defective Software Changes,,,,
51013,Resource Contention-Defective Software Changes,,,,
41013,SCWARN algorithm identifies anomalies at the following timestamps:\n1, 2024-10-07 13:02:00,,,
50004,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50005,Resource Contention-Defective Software Changes,,,,
40006,N/A,,,,
41012,,,,,
50003,Resource Contention-Defective Software Changes,,,,
40009,,,,,
50012,Resource Contention-Defective Software Changes,,,,
50009,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
51010,Resource Contention-Defective Software Changes,,,,
51011,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50011,istio_success_rate, net_recv_packet, istio_count, net_send_packet, cpu_usage
50007,Resource Contention-Defective Software Changes,,,,
51009,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40012,N/A,,,,
40010,,,,,
40003,None,,,,
40007,SCWARN algorithm identifies anomalies at timestamps 1, 2024-10-07 03:12:00 and 2, 2024-10-07 03:16:00,,
50010,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
51012,Resource Contention-Defective Software Changes,,,,
41009,Not Available (SCWARN algorithm identifies anomalies at timestamp),,,,
41011,Latency, Error Rate, Throughput,,
40011,SCWARN algorithm identifies anomalies at the following timestamps: \n1, 2024-10-07 13:02:00,,,
