id,change_type,real_type,reason_score,solution_score
50012,failure,failure,tensor(0.3415),tensor(0.5328)
51012,failure,failure,tensor(0.3659),tensor(0.3502)
40007,normal,normal,tensor(0.3263),tensor(0.4363)
50006,failure,failure,tensor(0.2965),tensor(0.4745)
41011,normal,normal,tensor(0.3751),tensor(0.5780)
51009,failure,failure,tensor(0.2769),tensor(0.2986)
50013,failure,failure,tensor(0.9243),tensor(0.7256)
41012,normal,normal,tensor(0.3491),tensor(0.5533)
40006,normal,normal,tensor(0.3575),tensor(0.5575)
40003,normal,normal,tensor(0.3465),tensor(0.4363)
40011,normal,normal,tensor(0.2367),tensor(0.3989)
40009,normal,normal,tensor(0.2369),tensor(0.3989)
50007,failure,failure,tensor(0.8221),tensor(0.8462)
50003,failure,failure,tensor(0.6450),tensor(0.6168)
40005,normal,normal,tensor(0.9598),tensor(0.6210)
50011,failure,failure,tensor(0.5341),tensor(0.4967)
50009,failure,failure,tensor(0.6666),tensor(0.7606)
40008,normal,normal,tensor(0.2774),tensor(0.3989)
40013,normal,normal,tensor(0.2235),tensor(0.2293)
50005,failure,failure,tensor(0.5614),tensor(0.4071)
51011,failure,failure,tensor(0.5224),tensor(0.4850)
40012,normal,normal,tensor(0.1614),tensor(0.4136)
41010,normal,normal,tensor(0.2379),tensor(0.3989)
40010,normal,normal,tensor(0.3470),tensor(0.5533)
50010,failure,failure,tensor(0.6228),tensor(0.5909)
50004,failure,failure,tensor(0.7639),tensor(0.8010)
50008,failure,failure,tensor(1.0000),tensor(0.9906)
51010,failure,failure,tensor(0.9088),tensor(0.7923)
41013,normal,normal,tensor(0.3384),tensor(0.4834)
41009,normal,normal,tensor(0.2485),tensor(0.3989)
51013,failure,failure,tensor(0.3762),tensor(0.3664)
40004,normal,normal,tensor(0.7633),tensor(0.6702)
