id,change_type,real_type,reason_score,solution_score
40011,normal,normal,tensor(0.7664),tensor(0.8364)
51010,failure,failure,tensor(0.7989),tensor(0.6703)
50009,failure,failure,tensor(0.9416),tensor(0.6661)
41011,normal,normal,tensor(0.9290),tensor(0.9490)
40009,normal,normal,tensor(0.9164),tensor(0.6935)
41013,normal,normal,tensor(0.7891),tensor(0.6935)
40003,normal,normal,tensor(0.8314),tensor(0.8325)
40007,normal,normal,tensor(0.8685),tensor(0.9602)
40004,normal,normal,tensor(0.7933),tensor(0.9602)
50010,failure,failure,tensor(0.7520),tensor(0.8590)
51011,failure,failure,tensor(0.8934),tensor(0.8349)
51013,failure,failure,tensor(0.9583),tensor(0.5620)
50005,failure,failure,tensor(0.8224),tensor(0.7807)
40012,normal,normal,tensor(0.9123),tensor(0.7188)
50004,failure,failure,tensor(0.8902),tensor(0.6777)
40006,normal,normal,tensor(0.8504),tensor(0.8364)
41010,normal,normal,tensor(0.9738),tensor(0.9602)
41009,normal,normal,tensor(0.8955),tensor(0.8364)
50003,failure,failure,tensor(0.9682),tensor(0.8017)
51012,failure,failure,tensor(0.8694),tensor(0.5785)
50013,failure,failure,tensor(0.7699),tensor(0.6146)
40010,normal,normal,tensor(0.9346),tensor(0.8364)
50006,failure,failure,tensor(0.8179),tensor(0.7595)
50008,failure,failure,tensor(0.8980),tensor(0.7654)
50012,failure,failure,tensor(0.8891),tensor(0.6375)
51009,failure,failure,tensor(0.8590),tensor(0.4895)
50007,failure,failure,tensor(0.8869),tensor(0.7401)
50011,failure,failure,tensor(0.7907),tensor(0.5203)
40008,normal,normal,tensor(0.9486),tensor(0.8364)
41012,normal,normal,tensor(0.8256),tensor(0.9540)
40005,normal,normal,tensor(0.7412),tensor(0.7915)
40013,normal,normal,tensor(0.9624),tensor(0.9602)
