id,kpi1,kpi2,kpi3,kpi4,kpi5
51012,istio_duration, net_send_packet, net_recv_packet, memory_usage, istio_duration
50005,memory_usage, cpu_usage, istio_duration, net_send_packet, net_recv_packet
41012,istio_duration, net_send_packet, istio_duration, memory_usage, cpu_usage
40008,istio_duration, net_send_packet, net_recv_packet, memory_usage, cpu_usage
50007,memory_usage, istio_duration, net_recv_packet, istio_duration, net_send_packet
50004,net_send_packet, istio_duration, net_recv_packet, memory_usage, cpu_usage
40012,istio_duration, net_send_packet, istio_duration, memory_usage, cpu_usage
50010,istio_duration, net_send_packet, net_recv_packet, memory_usage, cpu_usage
51013,istio_duration, net_send_packet, istio_duration, memory_usage, net_recv_packet
50011,istio_duration, net_send_packet, istio_duration, memory_usage, net_recv_packet
51009,memory_usage, istio_duration, net_send_packet, net_recv_packet, cpu_usage
50012,memory_usage, cpu_usage, net_send_packet, net_recv_packet, istio_duration
50008,istio_duration, istio_duration, net_send_packet, memory_usage, cpu_usage
40007,istio_duration, net_send_packet, net_recv_packet, memory_usage, cpu_usage
40003,istio_duration, istio_usage, net_send_packet, net_recv_packet, memory_usage
41009,istio_duration, net_send_packet, memory_usage, cpu_usage, istio_duration
50009,memory_usage, net_send_packet, istio_duration, net_recv_packet, cpu_usage
51010,memory_usage, net_send_packet, istio_duration, net_recv_packet, cpu_usage
41010,istio_duration, net_send_packet, istio_duration, memory_usage, cpu_usage
40004,istio_duration, istio_usage, net_send_packet, net_recv_packet, memory_usage
40013,memory_usage,cpu_usage,net_send_packet,istio_duration,net_recv_packet
50013,memory_usage, cpu_usage, net_send_packet, istio_duration, net_recv_packet
40005,net_send_packet, istio_duration, net_recv_packet, memory_usage, cpu_usage
40006,net_send_packet, istio_duration, net_recv_packet, memory_usage, cpu_usage
51011,istio_duration, istio_duration, net_send_packet, net_recv_packet, memory_usage
40010,istio_duration, net_send_packet, memory_usage, cpu_usage, net_recv_packet
50006,net_send_packet, istio_duration, net_recv_packet, memory_usage, cpu_usage
50003,istio_duration, net_send_packet, net_recv_packet, memory_usage, istio_duration
41013,memory_usage, cpu_usage, istio_duration, net_send_packet, net_recv_packet
40009,istio_duration, istio_usage, net_send_packet, memory_usage, cpu_usage
41011,istio_duration, istio_usage, net_send_packet, memory_usage, cpu_usage
40011,istio_duration, net_send_packet, istio_duration, memory_usage, cpu_usage
