id,kpi1,kpi2,kpi3,kpi4,kpi5
40009,N/A,,,,
40012,Start string not found.,,,,
51009,None,,,,
41009,N/A,,,,
51011,Resource Contention-Defective Software Changes,,,,
50012,Start string not found.,,,,
50003,Resource Contention-Defective Software Changes,,,,
41011,request_count,,,,
40005,Start string not found.,,,,
50011,,,,,
41010,None reported.,,,,
51013,Resource Contention-Defective Software Changes,,,,
40003,request_count, request_success_rate,,,
51012,,,,,
40008,request_count, request_success_rate,,,
50004,,,,,
40013,N/A,,,,
50008,Resource Contention-Defective Software Changes,,,,
41012,,,,,
50010,N/A,,,,
41013,request_count,,,,
40011,N/A,,,,
40007,request_count, request_success_rate,,,
51010,Start string not found.,,,,
40004,request_count, request_success_rate,,,
40010,,,,,
40006,request_count, request_success_rate,,,
50013,,,,,
50005,,,,,
50006,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50007,request_count,,,,
50009,request_count, request_success_rate,,,
