id,change_type,real_type,reason_score,solution_score
40009,normal,normal,tensor(0.7355),tensor(0.7470)
40012,normal,normal,tensor(0.8749),tensor(0.7915)
51009,normal,failure,tensor(0.8453),tensor(0.9199)
41009,normal,normal,tensor(0.8738),tensor(0.9540)
51011,failure,failure,tensor(0.8372),tensor(0.6866)
50012,normal,failure,tensor(0.7536),tensor(0.6897)
50003,failure,failure,tensor(0.7905),tensor(0.6190)
41011,failure,normal,tensor(0.6595),tensor(0.3362)
40005,normal,normal,tensor(0.7599),tensor(0.5306)
50011,normal,failure,tensor(0.7869),tensor(0.8441)
41010,normal,normal,tensor(0.8972),tensor(0.7681)
51013,failure,failure,tensor(0.8980),tensor(0.4933)
40003,failure,normal,tensor(0.6254),tensor(0.4337)
51012,normal,failure,tensor(0.7989),tensor(0.7377)
40008,failure,normal,tensor(0.7250),tensor(0.6779)
50004,normal,failure,tensor(0.9500),tensor(0.9279)
40013,normal,normal,tensor(0.7780),tensor(0.6651)
50008,failure,failure,tensor(0.8589),tensor(0.6045)
41012,normal,normal,tensor(0.8764),tensor(0.9602)
50010,normal,failure,tensor(0.7691),tensor(0.5571)
41013,failure,normal,tensor(0.6590),tensor(0.2770)
40011,normal,normal,tensor(0.9073),tensor(0.7470)
40007,failure,normal,tensor(0.7190),tensor(0.6132)
51010,normal,failure,tensor(0.7742),tensor(0.5400)
40004,failure,normal,tensor(0.8440),tensor(0.5917)
40010,normal,normal,tensor(0.8935),tensor(0.9602)
40006,failure,normal,tensor(0.6480),tensor(0.4936)
50013,normal,failure,tensor(0.8207),tensor(0.6502)
50005,normal,failure,tensor(0.6559),tensor(0.5771)
50006,failure,failure,tensor(0.8613),tensor(0.6984)
50007,failure,failure,tensor(0.8471),tensor(0.4359)
50009,failure,failure,tensor(0.7905),tensor(0.6262)
